data_year,victim_id,offender_id,relationship_id,nibrs_victim_offender_id
2022,187389076,191979514,18,
2022,183086697,187735187,1,
2022,183086702,187735192,1,
2022,187389079,191979517,1,
2022,183086705,187735195,1,
2022,187389080,191979518,11,
2022,187389108,191979539,13,
2022,187389081,191979519,1,
2022,187406239,191996718,9,
2022,187389183,191979623,1,
2022,187406822,191997269,1,
2022,183086715,187735204,21,
2022,183086714,187735203,1,
2022,183086717,187735206,18,
2022,183086718,187735207,3,
2022,187389130,191979558,21,
2022,183086719,187735208,3,
2022,187389113,191979544,19,
2022,187389117,191979548,3,
2022,187407496,191997941,5,
2022,187389179,191979619,17,
2022,187399152,191989607,1,
2022,183086734,187735223,14,
2022,187389199,191979635,3,
2022,187406706,191997150,1,
2022,183086737,187735227,18,
2022,183086740,187735230,13,
2022,183086741,187735231,15,
2022,183086742,187735232,9,
2022,187399269,191989723,18,
2022,183086749,187735238,1,
2022,187392756,191983102,18,
2022,187399342,191989798,9,
2022,187392586,191982932,1,
2022,187391081,191981505,18,
2022,183086755,187735243,17,
2022,183086757,187735245,18,
2022,187391005,191981424,3,
2022,183086760,187735247,18,
2022,187400966,191991353,1,
2022,183086758,187735246,18,
2022,187407885,191998327,1,
2022,187398258,191988692,1,
2022,187404198,191994725,1,
2022,187400131,191990563,3,
2022,187407090,191997523,1,
2022,187406496,191996953,16,
2022,187407094,191997526,1,
2022,187401051,191991436,17,
2022,187402576,191993005,1,
2022,187406342,191996814,1,
2022,187405950,191996460,16,
2022,187406305,191996779,21,
2022,187406294,191996768,19,
2022,187406296,191996770,3,
2022,187406298,191996772,5,
2022,187406341,191996813,3,
2022,187407333,191997774,3,
2022,187406404,191996874,9,
2022,187406561,191997017,1,
2022,187407587,191998032,1,
2022,187407601,191998046,15,
2022,187406503,191996960,3,
2022,187406520,191996979,1,
2022,187470207,192057092,25,
2022,183086759,187735246,1,
2022,183086767,187735254,18,
2022,183086767,187735255,1,
2022,183086768,187735254,1,
2022,183086768,187735255,18,
2022,183086769,187735256,17,
2022,183086772,187735259,1,
2022,183086773,187735259,18,
2022,183086774,187735260,9,
2022,183086774,187735261,9,
2022,183086775,187735262,17,
2022,183086779,187735266,21,
2022,183086780,187735267,1,
2022,183086781,187735268,1,
2022,183086783,187735270,1,
2022,183086782,187735269,1,
2022,183086786,187735273,17,
2022,183086789,187735277,3,
2022,183086788,187735276,26,
2022,183086791,187735279,21,
2022,183086793,187735281,3,
2022,183086801,187735289,3,
2022,183086803,187735291,18,
2022,183086802,187735290,1,
2022,183086804,187735292,3,
2022,183086809,187735298,3,
2022,183086825,187735310,18,
2022,183086825,187735311,18,
2022,183086823,187735309,1,
2022,183086827,187735312,21,
2022,183086835,187735319,5,
2022,183086837,187735321,1,
2022,183086850,187735334,21,
2022,183075633,187723951,16,
2022,183086866,187735349,18,
2022,183086872,187735355,3,
2022,183086874,187735356,21,
2022,183088734,187737197,20,
2022,183086875,187735357,21,
2022,183086877,187735359,21,
2022,183086879,187735361,18,
2022,183086880,187735362,17,
2022,183086895,187735377,16,
2022,183086896,187735378,3,
2022,183086900,187735382,1,
2022,183086905,187735387,21,
2022,183086903,187735385,17,
2022,183086916,187735396,16,
2022,183086920,187735401,1,
2022,183086924,187735404,14,
2022,183086934,187735415,7,
2022,183086936,187735417,16,
2022,183086938,187735420,1,
2022,183086941,187735423,1,
2022,183086941,187735424,1,
2022,183086941,187735425,1,
2022,183086942,187735426,5,
2022,183086947,187735431,3,
2022,183086949,187735433,21,
2022,183086950,187735434,1,
2022,183086952,187735436,18,
2022,183086952,187735437,1,
2022,183086953,187735436,1,
2022,183086953,187735437,18,
2022,183086962,187735445,1,
2022,183086963,187735446,19,
2022,183086972,187735454,16,
2022,183086974,187735456,3,
2022,183086978,187735460,1,
2022,183086975,187735458,1,
2022,183086975,187735459,9,
2022,183086976,187735457,1,
2022,183086976,187735459,1,
2022,183086977,187735457,9,
2022,183086977,187735458,1,
2022,183086984,187735466,11,
2022,183086985,187735466,17,
2022,183086986,187735467,15,
2022,183086989,187735470,3,
2022,183086992,187735473,9,
2022,183086990,187735471,1,
2022,183086993,187735474,7,
2022,183086997,187735478,18,
2022,183086998,187735478,18,
2022,183087000,187735480,24,
2022,183087002,187735482,16,
2022,183087012,187735492,14,
2022,183087018,187735498,3,
2022,187470207,192057093,15,
2022,187470208,192057092,15,
2022,183087028,187735508,18,
2022,187470208,192057093,25,
2022,187407603,191998048,1,
2022,183087027,187735507,3,
2022,183087029,187735509,1,
2022,183087030,187735510,25,
2022,183087030,187735511,14,
2022,187407603,191998049,25,
2022,183087031,187735510,14,
2022,187407604,191998048,25,
2022,183087031,187735511,25,
2022,187407604,191998049,1,
2022,187406508,191996965,1,
2022,183087032,187735512,21,
2022,187406545,191997002,1,
2022,183075645,187723957,16,
2022,187470209,192057094,16,
2022,183087038,187735517,24,
2022,183087035,187735516,9,
2022,183087036,187735516,9,
2022,183087046,187735527,9,
2022,183087049,187735531,3,
2022,183087050,187735532,17,
2022,183087059,187735541,17,
2022,183087063,187735545,24,
2022,183087065,187735547,9,
2022,183087089,187735565,3,
2022,183087090,187735566,18,
2022,183087090,187735567,18,
2022,183087091,187735566,18,
2022,183087091,187735567,18,
2022,183087097,187735572,19,
2022,183087101,187735576,19,
2022,183087103,187735578,18,
2022,183087105,187735580,21,
2022,183087110,187735586,18,
2022,183087111,187735587,1,
2022,183087116,187735592,3,
2022,183087119,187735595,18,
2022,183087123,187735599,1,
2022,183087123,187735600,1,
2022,183087129,187735609,18,
2022,183087132,187735612,7,
2022,183087134,187735614,15,
2022,183087137,187735617,21,
2022,183087141,187735622,17,
2022,183087142,187735623,20,
2022,183087145,187735625,5,
2022,183087143,187735624,5,
2022,183087144,187735624,21,
2022,183087146,187735626,3,
2022,183087147,187735627,3,
2022,183087150,187735630,16,
2022,183087148,187735628,21,
2022,183087155,187735636,19,
2022,183087156,187735636,1,
2022,183087158,187735638,1,
2022,183087160,187735640,3,
2022,183075658,187723968,3,
2022,183087169,187735650,1,
2022,183087169,187735651,1,
2022,183087172,187735654,18,
2022,183087173,187735654,18,
2022,183087177,187735657,3,
2022,183087179,187735659,3,
2022,183087180,187735660,3,
2022,183087185,187735665,17,
2022,183087186,187735666,3,
2022,183087193,187735674,21,
2022,183087194,187735675,1,
2022,183087203,187735683,21,
2022,183087204,187735684,19,
2022,183087207,187735687,1,
2022,183087212,187735692,13,
2022,183087209,187735689,9,
2022,183087217,187735698,14,
2022,183088774,187737239,1,
2022,183087222,187735703,1,
2022,183087227,187735708,17,
2022,183087229,187735710,17,
2022,187407169,191997602,1,
2022,183087232,187735713,16,
2022,183087233,187735713,16,
2022,183088775,187737240,5,
2022,187470213,192057098,25,
2022,183087238,187735718,3,
2022,183087241,187735721,3,
2022,183087245,187735725,1,
2022,183075666,187723975,18,
2022,183075667,187723975,21,
2022,183087248,187735728,21,
2022,183087250,187735730,21,
2022,183087258,187735735,3,
2022,183087262,187735739,1,
2022,183087263,187735740,5,
2022,183087265,187735741,17,
2022,183087271,187735746,18,
2022,183087274,187735751,18,
2022,183087279,187735756,21,
2022,183088782,187737247,1,
2022,183087280,187735757,9,
2022,183075671,187723979,24,
2022,183087284,187735761,3,
2022,183087282,187735759,3,
2022,183087283,187735760,1,
2022,183088828,187737294,3,
2022,183087285,187735762,21,
2022,183087290,187735767,3,
2022,183087293,187735770,21,
2022,183087299,187735776,17,
2022,183087298,187735775,3,
2022,183087301,187735778,3,
2022,183087303,187735780,3,
2022,183087305,187735782,1,
2022,183087309,187735786,19,
2022,183087309,187735787,1,
2022,183087310,187735788,21,
2022,183087324,187735804,3,
2022,183087325,187735805,3,
2022,183087327,187735807,21,
2022,183087332,187735812,24,
2022,183087333,187735813,1,
2022,183087336,187735817,24,
2022,187470213,192057099,1,
2022,187470214,192057098,1,
2022,187470214,192057099,25,
2022,187406988,191997425,1,
2022,183087341,187735822,3,
2022,187406537,191996995,14,
2022,187406680,191997126,1,
2022,187406573,191997028,1,
2022,183087347,187735827,1,
2022,183087349,187735829,3,
2022,187470223,192057108,17,
2022,183080187,187728553,18,
2022,183080188,187728553,1,
2022,183087359,187735839,3,
2022,183087355,187735836,21,
2022,183088804,187737269,3,
2022,183087360,187735840,3,
2022,183087356,187735837,18,
2022,183087356,187735838,18,
2022,183087357,187735837,18,
2022,183087357,187735838,18,
2022,183087358,187735837,18,
2022,183087358,187735838,18,
2022,183087366,187735845,3,
2022,183087367,187735846,1,
2022,183087368,187735847,18,
2022,183087368,187735848,3,
2022,183087369,187735847,3,
2022,187470225,192057110,16,
2022,187406557,191997013,21,
2022,187406558,191997014,9,
2022,187467991,192054991,18,
2022,187406554,191997010,3,
2022,187470308,192057189,3,
2022,183087369,187735848,18,
2022,183087372,187735852,1,
2022,183088810,187737275,3,
2022,183088809,187737274,17,
2022,183075683,187723994,3,
2022,183088815,187737280,1,
2022,183084477,187732909,3,
2022,183088835,187737302,1,
2022,183088837,187737304,14,
2022,183088843,187737309,1,
2022,183088846,187737312,1,
2022,183088846,187737313,1,
2022,183088848,187737315,1,
2022,187406562,191997018,1,
2022,187406627,191997078,21,
2022,187406574,191997029,1,
2022,187470638,192057501,1,
2022,183080197,187728562,18,
2022,183080198,187728562,18,
2022,183080199,187728562,18,
2022,183080200,187728562,18,
2022,183088850,187737317,1,
2022,183088850,187737318,1,
2022,183088857,187737325,15,
2022,183088858,187737325,3,
2022,183088859,187737326,1,
2022,183088862,187737330,13,
2022,183088860,187737327,21,
2022,183080203,187728565,10,
2022,183080207,187728569,19,
2022,183080210,187728572,18,
2022,183088875,187737343,3,
2022,183080214,187728578,9,
2022,183088877,187737345,21,
2022,183080218,187728581,3,
2022,183075696,187724006,17,
2022,183088886,187737355,18,
2022,183088886,187737356,1,
2022,183088888,187737355,1,
2022,183088888,187737356,18,
2022,183075699,187724009,3,
2022,183080237,187728599,7,
2022,183080244,187728605,15,
2022,187406596,191997050,18,
2022,183080260,187728625,24,
2022,183080261,187728625,1,
2022,187406645,191997096,1,
2022,183080273,187728636,9,
2022,187406593,191997046,1,
2022,187406595,191997048,5,
2022,183080291,187728654,15,
2022,187406595,191997049,10,
2022,187406662,191997110,21,
2022,187406681,191997127,18,
2022,187406682,191997128,21,
2022,187406685,191997131,3,
2022,183088901,187737369,1,
2022,183088903,187737371,1,
2022,187406711,191997155,1,
2022,187468024,192055023,1,
2022,183088910,187737378,17,
2022,187470683,192057544,1,
2022,187470683,192057545,25,
2022,187470684,192057544,25,
2022,187470684,192057545,1,
2022,187470692,192057553,3,
2022,187406717,191997161,5,
2022,183088918,187737384,3,
2022,183088919,187737385,3,
2022,183088923,187737389,18,
2022,187406721,191997165,1,
2022,183088924,187737390,3,
2022,183088925,187737391,17,
2022,187406883,191997328,1,
2022,183088926,187737392,15,
2022,187467984,192054984,3,
2022,183088932,187737398,19,
2022,183088935,187737401,3,
2022,183075805,187724113,19,
2022,183088943,187737409,1,
2022,183088946,187737412,3,
2022,183088951,187737418,3,
2022,183088952,187737419,24,
2022,183088956,187737423,18,
2022,183075817,187724125,7,
2022,183088954,187737421,21,
2022,183075821,187724129,22,
2022,183088958,187737425,16,
2022,183088960,187737427,3,
2022,183088962,187737429,3,
2022,183088966,187737433,21,
2022,183088967,187737434,3,
2022,183088968,187737435,22,
2022,183088971,187737438,14,
2022,183088975,187737442,18,
2022,183075839,187724146,1,
2022,183088976,187737443,3,
2022,183088979,187737446,3,
2022,183075860,187724170,9,
2022,183075869,187724180,1,
2022,183088986,187737453,18,
2022,183088986,187737454,18,
2022,183088987,187737453,18,
2022,183088987,187737454,18,
2022,183088988,187737453,18,
2022,183088988,187737454,18,
2022,183088989,187737455,15,
2022,183075891,187724204,21,
2022,183088996,187737459,26,
2022,183075894,187724207,1,
2022,183075898,187724210,3,
2022,183075904,187724216,3,
2022,183075921,187724232,18,
2022,183075939,187724250,8,
2022,183075960,187724271,18,
2022,183075960,187724272,5,
2022,183075961,187724271,17,
2022,183075961,187724272,18,
2022,183075964,187724275,3,
2022,183075975,187724284,18,
2022,183075976,187724284,21,
2022,187467984,192054985,25,
2022,187467985,192054984,25,
2022,187467985,192054985,3,
2022,187406720,191997164,16,
2022,183075987,187724295,14,
2022,183075991,187724299,17,
2022,183075992,187724300,3,
