data_year,groupb_arrestee_id,weapon_code,weapon_id
2022,47983231,01,51
2022,47983233,01,51
2022,47983232,01,51
2022,47983234,01,51
2022,47983235,01,51
2022,47983237,01,51
2022,47983236,01,51
2022,47983240,01,51
2022,47983246,01,51
2022,47983247,01,51
2022,47983238,01,51
2022,47983241,01,51
2022,47983239,01,51
2022,47983244,01,51
2022,47983242,01,51
2022,47983243,01,51
2022,47983245,01,51
2022,47983248,01,51
2022,47983249,01,51
2022,47983256,01,51
2022,47983252,01,51
2022,47983253,01,51
2022,47983259,01,51
2022,47983262,01,51
2022,47983260,01,51
2022,47983269,01,51
2022,47983270,01,51
2022,47983261,01,51
2022,47983264,01,51
2022,47983267,01,51
2022,47983268,01,51
2022,47983263,01,51
2022,47983266,01,51
2022,47983272,01,51
2022,47983275,01,51
2022,47983279,01,51
2022,47983271,01,51
2022,47983274,01,51
2022,47983273,01,51
2022,47983280,01,51
2022,47983281,01,51
2022,47983289,01,51
2022,47983276,01,51
2022,47983277,01,51
2022,47983278,01,51
2022,47983282,01,51
2022,47983283,01,51
2022,47983286,01,51
2022,47983284,11,1
2022,47983285,01,51
2022,47983287,01,51
2022,47983288,01,51
2022,47983290,01,51
2022,47983291,01,51
2022,47983292,01,51
2022,47983293,01,51
2022,47983294,01,51
2022,47983298,01,51
2022,47983300,01,51
2022,47983295,01,51
2022,47983296,01,51
2022,47983297,01,51
2022,47983299,01,51
2022,47983327,01,51
2022,47983344,01,51
2022,47983346,01,51
2022,47983301,01,51
2022,47983306,01,51
2022,47983302,01,51
2022,47983303,01,51
2022,47983305,01,51
2022,47983309,01,51
2022,47983304,01,51
2022,47983308,01,51
2022,47983307,01,51
2022,47983313,01,51
2022,47983310,01,51
2022,47983311,01,51
2022,47983312,01,51
2022,47983314,01,51
2022,47983315,01,51
2022,47983317,01,51
2022,47983316,01,51
2022,47983318,01,51
2022,47983319,01,51
2022,47983320,01,51
2022,47983321,01,51
2022,47983322,01,51
2022,47983323,01,51
2022,47983324,01,51
2022,47983325,01,51
2022,47983326,01,51
2022,47983328,01,51
2022,47983333,01,51
2022,47983329,01,51
2022,47983330,01,51
2022,47983331,01,51
2022,47983332,01,51
2022,47983336,01,51
2022,47983334,01,51
2022,47983335,01,51
2022,47983337,01,51
2022,47983338,01,51
2022,47983339,01,51
2022,47983342,01,51
2022,47983340,01,51
2022,47983341,01,51
2022,47983343,01,51
2022,47983345,01,51
2022,46915069,01,51
2022,46915020,01,51
2022,48533183,01,51
2022,48533184,01,51
2022,48533257,01,51
2022,48533258,01,51
2022,48533259,01,51
2022,48533255,01,51
2022,48533256,01,51
2022,48533302,01,51
2022,46915032,01,51
2022,46915038,01,51
2022,46915080,01,51
2022,46915081,01,51
2022,46915116,16,52
2022,48533303,01,51
2022,48533304,01,51
2022,46915940,01,51
2022,46915958,01,51
2022,46915965,01,51
2022,48533300,01,51
2022,48533301,01,51
2022,48533305,01,51
2022,48533307,01,51
2022,48533306,01,51
2022,48533309,01,51
2022,48533308,01,51
2022,48533312,01,51
2022,48533311,01,51
2022,48533310,01,51
2022,48533313,01,51
2022,48533319,01,51
2022,48533316,01,51
2022,48533317,01,51
2022,48533314,01,51
2022,48533315,01,51
2022,48533318,01,51
2022,48533324,01,51
2022,48533330,01,51
2022,48533331,01,51
2022,48533332,01,51
2022,48533335,01,51
2022,48533338,01,51
2022,48533339,01,51
2022,48533341,01,51
2022,48533342,01,51
2022,48533344,01,51
2022,48533346,01,51
2022,48533347,01,51
2022,48533348,01,51
2022,48533350,01,51
2022,48533351,01,51
2022,48533354,01,51
2022,48533357,01,51
2022,48533358,01,51
2022,48533322,01,51
2022,48533328,01,51
2022,48533334,01,51
2022,48533337,01,51
2022,48533345,01,51
2022,48533320,01,51
2022,48533321,01,51
2022,48533323,01,51
2022,48533325,01,51
2022,48533326,01,51
2022,48533327,01,51
2022,48533329,01,51
2022,48533333,01,51
2022,48533336,01,51
2022,48533340,01,51
2022,48533343,01,51
2022,48533349,01,51
2022,48533352,01,51
2022,48533353,01,51
2022,48533355,01,51
2022,48533356,01,51
2022,48533226,01,51
2022,46916024,01,51
2022,46915993,01,51
2022,46916004,01,51
2022,46916077,01,51
2022,48533227,01,51
2022,48533231,01,51
2022,48533225,01,51
2022,48533228,01,51
2022,48533229,01,51
2022,48533230,01,51
2022,48533360,01,51
2022,46916009,01,51
2022,46916080,01,51
2022,46916025,01,51
2022,46916064,01,51
2022,46916074,01,51
2022,48539462,01,51
2022,47981011,01,51
2022,47981861,01,51
2022,47983180,01,51
2022,47983367,01,51
2022,47983359,01,51
2022,47983360,01,51
2022,47983445,01,51
2022,47983449,01,51
2022,47983452,01,51
2022,47983361,01,51
2022,47983363,01,51
2022,47983362,01,51
2022,47983364,01,51
2022,47983365,01,51
2022,47983366,01,51
2022,47983368,01,51
2022,47983369,01,51
2022,47983373,01,51
2022,47983370,01,51
2022,47983372,01,51
2022,47983371,01,51
2022,47983374,01,51
2022,47983383,01,51
2022,47983375,01,51
2022,47983376,01,51
2022,47983377,01,51
2022,47983378,01,51
2022,47983379,01,51
2022,47983380,01,51
2022,47983381,01,51
2022,47983382,01,51
2022,47983384,01,51
2022,47983386,01,51
2022,47983385,01,51
2022,47983387,01,51
2022,47983388,01,51
2022,47983389,01,51
2022,47983391,01,51
2022,47983393,01,51
2022,47983395,01,51
2022,48539463,01,51
2022,48539459,01,51
2022,47983390,01,51
2022,47983392,01,51
2022,47983394,01,51
2022,47983396,01,51
2022,47983398,01,51
2022,47983397,01,51
2022,47983399,01,51
2022,47983400,01,51
2022,47983402,01,51
2022,47983403,01,51
2022,47983406,01,51
2022,47983407,01,51
2022,47983409,01,51
2022,47983401,01,51
2022,47983404,01,51
2022,47983405,01,51
2022,47983408,01,51
2022,47983410,01,51
2022,47983413,01,51
2022,47983411,01,51
2022,47983421,01,51
2022,47983412,01,51
2022,47983414,01,51
2022,47983415,01,51
2022,47983416,01,51
2022,47983417,01,51
2022,47983419,01,51
2022,47983420,01,51
2022,47983418,01,51
2022,47983422,01,51
2022,47983426,01,51
2022,47983423,01,51
2022,47983424,01,51
2022,47983425,01,51
2022,47983427,01,51
2022,47983432,01,51
2022,47983433,01,51
2022,47983428,01,51
2022,47983459,01,51
2022,47983462,01,51
2022,47983464,01,51
2022,47983429,01,51
2022,47983430,01,51
2022,47983431,01,51
2022,47983456,01,51
2022,47983457,01,51
2022,47983460,01,51
2022,47983461,01,51
2022,47983435,01,51
2022,47983436,01,51
2022,47983437,01,51
2022,47983438,01,51
2022,47983439,01,51
2022,47983440,01,51
2022,47983444,01,51
2022,47983441,01,51
2022,47983442,01,51
2022,47983443,01,51
2022,47983450,01,51
2022,47983453,01,51
2022,47983446,01,51
2022,47983447,01,51
2022,47983448,01,51
2022,47983451,01,51
2022,47983454,01,51
2022,47983455,01,51
2022,47983458,01,51
2022,47983465,01,51
2022,47983466,01,51
2022,47983468,01,51
2022,47983467,01,51
2022,47983470,01,51
2022,47983472,01,51
2022,47983475,01,51
2022,47983469,01,51
2022,47983471,01,51
2022,47983474,01,51
2022,47983477,01,51
2022,47983480,01,51
2022,47983486,01,51
2022,47983488,01,51
2022,47983476,01,51
2022,47983478,01,51
2022,47983482,01,51
2022,47983483,01,51
2022,47983485,01,51
2022,47983487,01,51
2022,47983481,01,51
2022,47983484,01,51
2022,47983489,01,51
2022,47983492,01,51
2022,47983490,01,51
2022,47983494,01,51
2022,47983491,01,51
2022,47983493,01,51
2022,47983503,01,51
2022,47983504,01,51
2022,47983495,01,51
2022,47983496,01,51
2022,47983497,01,51
2022,47983498,01,51
2022,47983502,01,51
2022,47983500,01,51
2022,47983505,01,51
2022,47983506,01,51
2022,47983509,01,51
2022,47983507,01,51
2022,47983510,01,51
2022,47983508,01,51
2022,47983517,01,51
2022,47983511,01,51
2022,47983512,01,51
2022,47983513,01,51
2022,47983515,01,51
2022,47983516,01,51
2022,47983514,01,51
2022,48539460,01,51
2022,48539461,01,51
2022,48539465,01,51
2022,48539464,01,51
2022,47984148,01,51
2022,48539466,01,51
2022,46924554,01,51
2022,47983581,01,51
2022,47983584,01,51
2022,47983582,01,51
2022,47983585,01,51
2022,47983586,01,51
2022,47983587,01,51
2022,47983589,01,51
2022,47983590,01,51
2022,47983591,01,51
2022,47983594,01,51
2022,47983595,01,51
2022,47983596,01,51
2022,47983598,01,51
2022,47983601,01,51
2022,47983603,01,51
2022,47983610,01,51
2022,47983614,01,51
2022,47983615,01,51
2022,47983616,01,51
2022,47983617,01,51
2022,47983619,01,51
2022,47983621,01,51
2022,47983622,01,51
2022,47983623,01,51
2022,47983624,01,51
2022,47983625,01,51
2022,47983588,01,51
2022,47983592,01,51
2022,47983593,01,51
2022,47983597,01,51
2022,47983599,01,51
2022,47983600,01,51
2022,47983602,01,51
2022,47983604,01,51
2022,47983605,01,51
2022,47983608,01,51
2022,47983609,01,51
2022,47983611,01,51
2022,47983620,01,51
2022,47983612,01,51
2022,47983613,01,51
2022,47983518,01,51
2022,47983519,01,51
2022,47983520,01,51
2022,47983526,01,51
2022,47983528,01,51
2022,47983521,01,51
2022,47983522,01,51
2022,47983523,01,51
2022,47983524,01,51
2022,47983527,01,51
2022,47983529,01,51
2022,47983531,01,51
2022,47983533,01,51
2022,47983530,01,51
2022,47983532,01,51
2022,47983535,01,51
2022,47983539,01,51
2022,47983534,01,51
2022,47983536,01,51
2022,47983537,01,51
2022,47983538,01,51
2022,47983541,01,51
2022,47983545,01,51
2022,47983540,01,51
2022,47983544,01,51
2022,47983548,01,51
2022,47983549,01,51
2022,47983551,01,51
2022,47983542,01,51
2022,47983546,01,51
2022,47983552,01,51
2022,47983550,01,51
2022,47983553,01,51
2022,47983554,01,51
2022,47983555,01,51
2022,47983557,01,51
2022,47983559,01,51
2022,47983556,01,51
2022,47983558,01,51
2022,47983562,01,51
2022,47983563,01,51
2022,47983560,01,51
2022,47983561,01,51
2022,47983564,01,51
2022,47983566,01,51
2022,47983565,01,51
2022,47983567,01,51
2022,47983568,01,51
2022,47983570,01,51
2022,47983569,01,51
2022,47983571,01,51
2022,47983573,01,51
2022,47983572,01,51
2022,47983574,01,51
2022,47983575,01,51
2022,47983577,01,51
2022,47983576,01,51
2022,47983578,01,51
2022,47983579,01,51
2022,47983580,01,51
2022,47983583,01,51
2022,47983626,01,51
2022,47983627,01,51
2022,47983629,01,51
2022,47983632,01,51
2022,47983628,01,51
2022,47983630,01,51
2022,47983631,01,51
2022,47983637,01,51
2022,47983633,01,51
2022,47983636,01,51
2022,47983647,01,51
2022,47983634,01,51
2022,47983635,01,51
2022,47983640,01,51
2022,47983645,01,51
2022,47983646,01,51
2022,47983638,01,51
2022,47983639,01,51
2022,47983641,01,51
2022,47983642,01,51
2022,47983644,01,51
2022,47983648,01,51
2022,47983650,01,51
2022,47983649,01,51
2022,47983651,01,51
2022,47983652,01,51
2022,47983653,01,51
2022,47983654,01,51
2022,47983655,01,51
2022,47983656,01,51
2022,47983657,01,51
2022,47983658,01,51
2022,47983659,01,51
2022,47983660,01,51
2022,47983661,01,51
2022,47983662,01,51
2022,47983663,01,51
2022,47983664,01,51
2022,47983665,01,51
2022,47983666,01,51
2022,47983667,01,51
2022,47983668,01,51
2022,47983670,01,51
2022,47983677,01,51
2022,47983671,01,51
2022,47983672,01,51
2022,47983673,01,51
2022,47983674,01,51
2022,47983675,01,51
2022,47983680,01,51
2022,47983676,01,51
2022,47983678,01,51
2022,47983679,01,51
2022,47983681,01,51
2022,47983682,01,51
2022,47983688,01,51
2022,47983689,01,51
2022,47983683,01,51
2022,47983684,01,51
2022,47983685,01,51
2022,47983687,01,51
2022,47983692,01,51
2022,47983693,01,51
2022,47983686,01,51
2022,47983691,01,51
2022,47983690,01,51
2022,47983694,01,51
2022,47984295,01,51
2022,47984356,01,51
2022,47983606,01,51
2022,47983607,01,51
2022,47983669,01,51
2022,47983696,01,51
2022,47983695,01,51
2022,47983697,01,51
2022,47983698,01,51
2022,47983699,01,51
2022,47983701,01,51
2022,47983700,01,51
2022,47983702,01,51
2022,47983703,01,51
2022,47983707,01,51
2022,47983704,01,51
2022,47983705,01,51
2022,47983706,01,51
2022,47983708,01,51
2022,47983711,01,51
2022,47983709,01,51
2022,47983710,01,51
2022,47983712,01,51
2022,47983715,01,51
2022,47983720,01,51
2022,47983713,01,51
2022,47983717,01,51
2022,47983714,01,51
2022,47983716,01,51
2022,47983718,01,51
2022,47983719,01,51
2022,47983721,01,51
2022,47983722,01,51
2022,47983723,01,51
2022,47983724,01,51
2022,47983725,01,51
2022,47983726,01,51
2022,47983727,01,51
2022,47983728,01,51
2022,47983740,01,51
2022,47983741,01,51
2022,47983743,01,51
2022,47983746,01,51
2022,47983748,01,51
2022,47983729,01,51
2022,47983730,01,51
2022,47983742,01,51
2022,47983752,01,51
2022,47983756,01,51
2022,47983731,01,51
2022,47983732,01,51
2022,47983738,01,51
2022,47983765,01,51
2022,47983734,01,51
2022,47983764,01,51
2022,47983769,01,51
2022,47983772,01,51
2022,47983736,01,51
2022,47983737,01,51
2022,47983744,01,51
2022,47983745,01,51
2022,47983751,01,51
2022,47983749,01,51
2022,47983750,01,51
2022,47983753,01,51
2022,47983754,01,51
2022,47983755,01,51
2022,47983757,01,51
2022,47983759,01,51
2022,47983760,01,51
2022,47983758,01,51
2022,47983761,01,51
2022,47983763,01,51
2022,47983766,01,51
2022,47983768,01,51
2022,47983767,01,51
2022,47983771,01,51
2022,47983770,01,51
2022,47983773,01,51
2022,47983774,01,51
2022,47983776,01,51
2022,47983775,01,51
2022,47983779,01,51
2022,47983781,01,51
2022,47983782,01,51
2022,47983783,01,51
2022,47983777,01,51
2022,47983778,01,51
2022,47983780,01,51
2022,47983787,01,51
2022,47983788,01,51
2022,47983789,01,51
2022,47983792,01,51
2022,47983784,01,51
2022,47983785,01,51
2022,47983786,01,51
2022,47983798,01,51
2022,47983803,01,51
2022,47983790,01,51
2022,47983791,01,51
2022,47983793,01,51
2022,47983794,01,51
2022,47983799,01,51
2022,47983795,01,51
2022,47983796,01,51
2022,47983797,01,51
2022,47983802,01,51
2022,47983804,01,51
2022,47983800,01,51
2022,47983801,01,51
2022,47983831,01,51
2022,47983851,01,51
2022,47983852,01,51
2022,47983808,01,51
2022,47983805,01,51
2022,47983807,01,51
2022,47983810,01,51
2022,47983809,01,51
2022,47983811,01,51
2022,47983815,01,51
2022,47983821,01,51
2022,47983812,01,51
2022,47983813,01,51
2022,47983814,01,51
2022,47983820,01,51
2022,47983822,01,51
2022,47983816,01,51
2022,47983817,01,51
2022,47983818,01,51
2022,47983819,01,51
2022,47983824,01,51
2022,47983825,01,51
2022,47983828,01,51
2022,47983838,01,51
2022,47983826,01,51
2022,47983829,01,51
2022,47983827,01,51
2022,47983836,01,51
2022,47983830,01,51
2022,47983835,01,51
2022,47983837,01,51
2022,47983833,01,51
2022,47983834,01,51
2022,47983855,01,51
2022,47983839,01,51
2022,47983841,01,51
2022,47983842,01,51
2022,47983843,01,51
2022,47983840,01,51
2022,47983844,01,51
2022,47983846,01,51
2022,47983847,01,51
2022,47983866,01,51
2022,47983848,01,51
2022,47983867,01,51
2022,47983871,01,51
2022,47983849,01,51
2022,47983850,01,51
2022,47983856,01,51
2022,47983853,01,51
2022,47983854,01,51
2022,47983857,01,51
2022,47983860,01,51
2022,47983863,01,51
2022,47983858,01,51
2022,47983859,01,51
2022,47983861,01,51
2022,47983862,01,51
2022,47983864,01,51
2022,47983868,01,51
2022,47983874,01,51
2022,47983879,01,51
2022,47983880,01,51
2022,47983869,01,51
2022,47983870,01,51
2022,47983872,01,51
2022,47983875,01,51
2022,47983876,01,51
2022,47983873,01,51
2022,47983877,01,51
2022,47983881,01,51
2022,47983878,01,51
2022,47983882,01,51
2022,47983883,01,51
2022,47983884,01,51
2022,47983885,01,51
2022,47983886,01,51
2022,47983908,01,51
2022,47981013,01,51
2022,47983902,01,51
2022,47983901,01,51
2022,47983904,01,51
2022,47983907,01,51
2022,47983888,01,51
2022,47983890,01,51
2022,47983891,01,51
2022,47983887,01,51
2022,47983894,01,51
2022,47983895,01,51
2022,47983892,01,51
2022,47983943,01,51
2022,47983893,14,7
2022,47983896,01,51
2022,47983897,01,51
2022,47983900,01,51
2022,47983898,01,51
2022,47983899,01,51
2022,47983903,01,51
2022,47983911,01,51
2022,47983912,01,51
2022,47983905,01,51
2022,47983906,01,51
2022,47983909,01,51
2022,47983913,01,51
2022,47983910,01,51
2022,47983914,01,51
2022,47983917,01,51
2022,47983920,01,51
2022,47983916,01,51
2022,47983921,01,51
2022,47983918,01,51
2022,47983919,01,51
2022,47983922,01,51
2022,47983923,01,51
2022,47983924,01,51
2022,47983925,01,51
2022,47983926,01,51
2022,47983928,01,51
2022,47983927,01,51
2022,47983929,01,51
2022,47983934,01,51
2022,47983935,01,51
2022,47983930,01,51
2022,47983936,01,51
2022,47983931,01,51
2022,47983932,01,51
2022,47983937,11,1
2022,47983939,01,51
2022,47983938,01,51
2022,48523111,01,51
2022,47983940,01,51
2022,47983941,01,51
2022,47983942,01,51
2022,47983949,01,51
2022,47983951,01,51
2022,47983952,01,51
2022,47983944,01,51
2022,47983954,01,51
2022,47983955,01,51
2022,47983945,01,51
2022,47983947,01,51
2022,47983946,01,51
2022,47983950,01,51
2022,47983953,01,51
2022,47983956,01,51
2022,47983957,01,51
2022,47983958,01,51
2022,47983959,01,51
2022,47983961,01,51
2022,47983970,01,51
2022,47983960,01,51
2022,47983963,01,51
2022,47983964,01,51
2022,47983966,01,51
2022,47983968,01,51
2022,47983971,01,51
2022,47983977,01,51
2022,47983980,01,51
2022,47983965,01,51
2022,47983967,01,51
2022,47983969,01,51
2022,47983972,01,51
2022,47983973,01,51
2022,47983974,01,51
2022,47983981,01,51
2022,47983987,01,51
2022,47983988,01,51
2022,47983975,01,51
2022,47983976,01,51
2022,47983978,01,51
2022,47983979,01,51
2022,47983990,01,51
2022,47983991,01,51
2022,47983994,01,51
2022,47983982,01,51
2022,47983992,01,51
2022,47983983,01,51
2022,47983984,01,51
2022,47983985,01,51
2022,47983986,01,51
2022,47983989,01,51
2022,47984001,01,51
2022,47983995,01,51
2022,47983997,01,51
2022,47983998,01,51
2022,47983996,01,51
2022,47983999,01,51
2022,47984002,01,51
2022,47984000,01,51
2022,47984003,01,51
2022,47984004,01,51
2022,47984005,01,51
2022,47984006,01,51
2022,47984562,01,51
2022,47984567,01,51
2022,47984564,01,51
2022,47984565,01,51
2022,47984566,01,51
2022,46924183,01,51
2022,46915776,01,51
2022,46915979,01,51
2022,47981015,01,51
2022,47981023,01,51
2022,47981029,01,51
2022,47981028,01,51
2022,47982120,01,51
2022,47982115,01,51
2022,47982117,01,51
2022,47982119,01,51
2022,47982124,01,51
2022,47982116,01,51
2022,47982121,01,51
2022,47982123,01,51
2022,47982118,01,51
2022,47982122,01,51
2022,47984514,01,51
2022,47984599,01,51
2022,47984627,01,51
2022,47984632,01,51
2022,47984639,01,51
2022,47984583,01,51
2022,47984571,01,51
2022,47984569,01,51
2022,47984570,01,51
2022,47984572,01,51
2022,47984576,01,51
2022,47984579,01,51
2022,47984581,01,51
2022,47984582,01,51
2022,47984584,01,51
2022,47984574,01,51
2022,47984575,01,51
2022,47984577,01,51
2022,47984578,01,51
2022,47984580,01,51
2022,46916207,01,51
2022,47984585,01,51
2022,47984586,01,51
2022,47984588,01,51
2022,47984591,01,51
2022,47984593,01,51
2022,47984587,01,51
2022,47984589,01,51
2022,47984590,01,51
2022,47984592,01,51
2022,47984594,01,51
2022,47984603,01,51
2022,47984605,01,51
2022,47984606,01,51
2022,47984609,01,51
2022,47984595,01,51
2022,47984597,01,51
2022,47984607,01,51
2022,47984610,01,51
2022,47984615,01,51
2022,47984617,01,51
2022,47984670,01,51
2022,47984674,01,51
2022,47984596,01,51
2022,47984602,01,51
2022,47984604,01,51
2022,47984608,01,51
2022,47984611,01,51
2022,47984598,01,51
2022,47984600,01,51
2022,47984601,01,51
2022,47984626,01,51
2022,47984612,01,51
2022,47984614,01,51
2022,47984613,01,51
2022,47984616,01,51
2022,47984618,01,51
2022,47984619,01,51
2022,47984621,01,51
2022,47984623,01,51
2022,47984620,01,51
2022,47984664,01,51
2022,47984624,01,51
2022,47984625,01,51
2022,47984628,01,51
2022,47984629,01,51
2022,47984630,01,51
2022,47984631,01,51
2022,47984635,01,51
2022,47984649,01,51
2022,47984633,01,51
2022,47984634,01,51
2022,47984636,01,51
2022,47984637,01,51
2022,47984638,01,51
2022,47984640,01,51
2022,47984644,01,51
2022,47984641,01,51
2022,47984642,01,51
2022,47984645,01,51
2022,47984647,01,51
2022,47984656,01,51
2022,47984646,01,51
2022,47984648,01,51
2022,47984650,01,51
2022,47984651,01,51
2022,47984652,01,51
2022,47984653,01,51
2022,47984654,01,51
2022,47984655,01,51
2022,47984657,01,51
2022,47984658,01,51
2022,47984659,01,51
2022,47984660,01,51
2022,47984661,01,51
2022,47984662,01,51
2022,47984663,01,51
2022,47984672,01,51
2022,47984665,01,51
2022,47984666,01,51
2022,47984667,01,51
2022,47984668,01,51
2022,47984669,01,51
2022,47984671,01,51
2022,46915778,01,51
2022,46915783,01,51
2022,46915779,01,51
2022,46915804,01,51
2022,46915788,01,51
2022,46915837,01,51
2022,46915845,01,51
2022,46915835,01,51
2022,46915838,01,51
2022,46915839,01,51
2022,46915841,01,51
2022,46915849,01,51
2022,46915850,01,51
2022,46915854,01,51
2022,46915856,01,51
2022,46915880,01,51
2022,46915803,01,51
2022,46915806,01,51
2022,46915793,01,51
2022,46915794,16,52
2022,46915800,01,51
2022,46915813,01,51
2022,46915814,01,51
2022,46915825,01,51
2022,46915873,01,51
2022,46915821,01,51
2022,46915826,01,51
2022,46915870,01,51
2022,46915871,01,51
2022,46915879,01,51
2022,46915917,01,51
2022,46915877,01,51
2022,46915893,01,51
2022,46915904,01,51
2022,46915899,01,51
2022,46915922,01,51
2022,47981014,01,51
2022,47981016,01,51
2022,47981032,01,51
2022,47981030,01,51
2022,47981031,01,51
2022,47981041,01,51
2022,47981033,01,51
2022,47981048,01,51
2022,47981050,01,51
2022,47981051,01,51
2022,47981052,01,51
2022,47981053,01,51
2022,47981055,01,51
2022,47981058,01,51
2022,47981061,01,51
2022,47981066,01,51
2022,47981068,01,51
2022,47981070,01,51
2022,47981073,01,51
2022,47981054,01,51
2022,47981056,01,51
2022,47981060,01,51
2022,47981057,01,51
2022,47981062,01,51
2022,47981064,01,51
2022,47981065,01,51
2022,47981063,01,51
2022,47981067,01,51
2022,47981078,01,51
2022,47981069,01,51
2022,47981071,01,51
2022,47981072,01,51
2022,47981075,01,51
2022,47981074,01,51
2022,47981076,01,51
2022,47981077,01,51
2022,47981080,01,51
2022,47981079,01,51
2022,47981081,01,51
2022,47981088,01,51
2022,47981092,01,51
2022,47981097,01,51
2022,47981099,01,51
2022,47981082,01,51
2022,47981084,01,51
2022,47981085,01,51
2022,47981087,01,51
2022,47981089,01,51
2022,47981083,01,51
2022,47981086,01,51
2022,47981090,01,51
2022,47981091,01,51
2022,47981093,01,51
2022,47981094,01,51
2022,47981103,01,51
2022,47981104,01,51
2022,47981095,01,51
2022,47981096,01,51
2022,47981098,01,51
2022,47981101,01,51
2022,47981102,01,51
2022,47981110,01,51
2022,47981117,01,51
2022,47981118,01,51
2022,47981100,01,51
2022,47981105,01,51
2022,47981106,01,51
2022,47981107,01,51
2022,47981108,01,51
2022,47981109,01,51
2022,47981111,01,51
2022,47981114,01,51
2022,47981124,01,51
2022,47981125,01,51
2022,47981127,01,51
2022,47981130,01,51
2022,47981133,01,51
2022,47981112,01,51
2022,47981113,01,51
2022,47981115,01,51
2022,47981116,01,51
2022,47981119,01,51
2022,47981120,01,51
