data_year,arrestee_id,nibrs_arrestee_weapon_id,weapon_id
2022,51174809,,51
2022,51174819,,51
2022,51174723,,51
2022,51179226,,51
2022,51179219,,51
2022,51179337,,51
2022,51179279,,51
2022,51179168,,51
2022,51174835,,51
2022,51179200,,3
2022,51193465,,51
2022,51191678,,51
2022,51179088,,51
2022,51194060,,51
2022,51179089,,51
2022,51193468,,2
2022,51193469,,51
2022,51193473,,51
2022,50108776,,51
2022,51193474,,51
2022,51193486,,51
2022,51193945,,51
2022,51179079,,51
2022,51179144,,51
2022,51179181,,51
2022,51174843,,51
2022,51174844,,51
2022,51174845,,51
2022,51174846,,51
2022,51193932,,51
2022,51193926,,51
2022,51194056,,51
2022,51179090,,51
2022,51193797,,51
2022,51179367,,51
2022,51193725,,51
2022,51174821,,51
2022,51174718,,51
2022,51174787,,51
2022,51174719,,52
2022,51179351,,51
2022,51174715,,51
2022,51193488,,51
2022,51174743,,51
2022,51174716,,51
2022,51174720,,3
2022,51174721,,51
2022,51174722,,51
2022,51174717,,51
2022,51179101,,51
2022,51174726,,51
2022,51174724,,3
2022,51174727,,51
2022,51174731,,51
2022,51174744,,51
2022,51174725,,51
2022,51174732,,51
2022,51174728,,51
2022,51174734,,51
2022,51174729,,51
2022,51174730,,51
2022,51174739,,51
2022,51174735,,51
2022,51174733,,51
2022,51174736,,3
2022,51174740,,51
2022,51174741,,51
2022,51174745,,51
2022,51174746,,51
2022,51174747,,51
2022,51174748,,51
2022,51174780,,1
2022,51174742,,51
2022,51174749,,51
2022,51174754,,51
2022,51174759,,51
2022,51174761,,51
2022,51174762,,3
2022,51174782,,51
2022,51174771,,51
2022,51174781,,51
2022,51174775,,51
2022,51174776,,51
2022,51174777,,51
2022,51174779,,51
2022,51174785,,3
2022,51174827,,53
2022,51174828,,51
2022,51174783,,51
2022,51174784,,51
2022,51174786,,51
2022,51174788,,51
2022,51174789,,51
2022,51174794,,51
2022,51174793,,51
2022,51174796,,51
2022,51174797,,51
2022,51174814,,51
2022,51174815,,51
2022,51174816,,51
2022,51174795,,51
2022,51174798,,51
2022,51174799,,51
2022,51174800,,51
2022,51179277,,51
2022,51174812,,51
2022,51174810,,51
2022,51174817,,51
2022,51174824,,51
2022,51174825,,3
2022,51174826,,51
2022,51174834,,51
2022,50109232,,51
2022,50109233,,51
2022,50109234,,51
2022,50106672,,51
2022,50106673,,51
2022,50106674,,51
2022,50106675,,51
2022,50106676,,51
2022,51174829,,51
2022,51174830,,51
2022,51174855,,51
2022,51177393,,51
2022,51177420,,51
2022,50109235,,51
2022,50109236,,51
2022,51175819,,51
2022,51175340,,3
2022,51178954,,3
2022,51177664,,51
2022,51179182,,51
2022,51177730,,51
2022,51177963,,51
2022,51179080,,3
2022,51179087,,51
2022,51179083,,51
2022,51179086,,51
2022,51179097,,51
2022,51179095,,51
2022,51179093,,51
2022,51179094,,51
2022,51179098,,51
2022,51179099,,51
2022,50109237,,51
2022,51179096,,51
2022,51179183,,1
2022,51179167,,51
2022,50109239,,51
2022,50109238,,51
2022,50109240,,51
2022,51179100,,51
2022,51179104,,52
2022,51179115,,51
2022,51179105,,51
2022,51179111,,51
2022,51179118,,51
2022,51179110,,51
2022,51179124,,3
2022,51179125,,51
2022,51179120,,51
2022,51179122,,51
2022,51179123,,51
2022,51192951,,51
2022,50109241,,51
2022,50109242,,51
2022,50109245,,51
2022,50109243,,51
2022,50109244,,51
2022,50109247,,51
2022,50109248,,51
2022,50109250,,51
2022,50109251,,51
2022,50109252,,51
2022,50109253,,51
2022,50109254,,51
2022,50109255,,51
2022,50109357,,51
2022,50109358,,51
2022,50109359,,51
2022,50109360,,51
2022,50109256,,51
2022,51179127,,51
2022,51179129,,51
2022,51179128,,51
2022,51179268,,3
2022,51179130,,51
2022,51179131,,51
2022,51179132,,51
2022,51179133,,51
2022,51179134,,51
2022,51179135,,51
2022,51179136,,52
2022,51179141,,51
2022,51179142,,51
2022,51190540,,51
2022,50109257,,51
2022,50109258,,51
2022,50109259,,51
2022,51179137,,51
2022,51179139,,51
2022,51179140,,51
2022,51179143,,51
2022,51179147,,51
2022,51179151,,51
2022,51179153,,51
2022,51179148,,51
2022,51179145,,51
2022,51179149,,1
2022,51179146,,51
2022,51179152,,51
2022,51179154,,51
2022,51179150,,51
2022,51179156,,52
2022,51179161,,51
2022,51179162,,51
2022,51179163,,51
2022,51179164,,51
2022,51179174,,51
2022,50109262,,51
2022,50109263,,51
2022,51179165,,51
2022,51179176,,51
2022,51179175,,3
2022,51179186,,51
2022,50109264,,51
2022,51179187,,51
2022,51192780,,51
2022,50109266,,51
2022,50109267,,51
2022,50109265,,51
2022,50106677,,51
2022,50106678,,51
2022,50109268,,51
2022,50109269,,51
2022,50106679,,51
2022,50106680,,51
2022,50109270,,51
2022,50109271,,51
2022,50109272,,51
2022,50109273,,51
2022,50109274,,51
2022,50106681,,51
2022,50109275,,51
2022,50109276,,51
2022,50109277,,51
2022,51179188,,51
2022,51179193,,51
2022,51179238,,3
2022,50109278,,51
2022,50109280,,51
2022,50109279,,51
2022,50109282,,51
2022,50109281,,51
2022,50109284,,52
2022,50109283,,51
2022,50109285,,1
2022,50109287,,51
2022,50109286,,51
2022,50109288,,51
2022,50109290,,51
2022,50109289,,51
2022,51179239,,3
2022,51474789,,51
2022,50109292,,51
2022,50109293,,51
2022,50109291,,51
2022,50109294,,51
2022,50109295,,51
2022,50106682,,51
2022,50106683,,51
2022,50109296,,51
2022,50106684,,51
2022,50109297,,51
2022,50109298,,51
2022,50109299,,51
2022,50109300,,51
2022,50109301,,51
2022,50108366,,51
2022,50108367,,51
2022,50109304,,51
2022,50109303,,51
2022,50109302,,51
2022,48570478,,51
2022,48570479,,51
2022,50109306,,51
2022,50109307,,51
2022,50109308,,51
2022,50109309,,51
2022,50106685,,1
2022,50109327,,51
2022,50109328,,51
2022,50109329,,51
2022,50109330,,51
2022,51474790,,51
2022,50109331,,51
2022,50109332,,51
2022,50109333,,51
2022,50109334,,51
2022,50109335,,51
2022,51474791,,51
2022,50109336,,51
2022,50109337,,51
2022,50109338,,51
2022,50109339,,51
2022,51474792,,51
2022,51474793,,3
2022,51474794,,51
2022,51474795,,1
2022,51474796,,1
2022,51474797,,51
2022,51474798,,51
2022,51474799,,51
2022,51474800,,51
2022,51474801,,53
2022,51474802,,51
2022,51474803,,51
2022,50108368,,51
2022,50109340,,51
2022,50106686,,51
2022,50109341,,51
2022,50109361,,51
2022,50106687,,51
2022,50106688,,51
2022,50109342,,51
2022,50109343,,51
2022,50109344,,51
2022,51474804,,51
2022,51474805,,51
2022,50109345,,51
2022,50109346,,51
2022,50109347,,51
2022,50108369,,51
2022,50109310,,51
2022,50109311,,51
2022,50109312,,51
2022,50109313,,51
2022,50106689,,51
2022,50109315,,51
2022,50109314,,51
2022,50108370,,51
2022,50109316,,51
2022,50106690,,51
2022,50109317,,51
2022,51474806,,51
2022,51474807,,1
2022,51474808,,51
2022,50109318,,51
2022,50109319,,51
2022,50109320,,51
2022,50109321,,51
2022,48570460,,51
2022,50109322,,51
2022,50108371,,51
2022,50109323,,51
2022,50109324,,51
2022,50109325,,51
2022,50109326,,51
2022,50109362,,51
2022,51474809,,51
2022,51474810,,3
2022,51474811,,3
2022,51474812,,51
2022,51474813,,52
2022,51474814,,51
2022,51474815,,51
2022,51474816,,1
2022,51474817,,51
2022,51474818,,51
2022,51474604,,51
2022,51474605,,51
2022,51474819,,51
2022,51474579,,51
2022,50109363,,51
2022,50109364,,51
2022,50106691,,51
2022,50109365,,51
2022,50109366,,51
2022,50110921,,51
2022,50109367,,51
2022,50109368,,51
2022,50106692,,51
2022,50109369,,51
2022,50109370,,51
2022,50109371,,51
2022,50109372,,51
2022,50109373,,51
2022,50109374,,51
2022,50109375,,51
2022,50109376,,51
2022,50109377,,51
2022,50109378,,51
2022,50109380,,51
2022,50109379,,51
2022,50109382,,51
2022,50109381,,51
2022,50109384,,51
2022,50108372,,51
2022,50109385,,51
2022,50109383,,51
2022,50110922,,51
2022,50109387,,51
2022,50109386,,51
2022,50109388,,51
2022,50109389,,51
2022,50109390,,51
2022,50109391,,51
2022,50109392,,51
2022,50109393,,51
2022,50109394,,51
2022,50109395,,51
2022,50109396,,51
2022,50109397,,51
2022,50109398,,51
2022,50109399,,51
2022,50109400,,51
2022,50109401,,51
2022,50109403,,51
2022,50109402,,51
2022,50109404,,51
2022,50109405,,51
2022,50109406,,51
2022,50109407,,51
2022,50109408,,51
2022,50109409,,51
2022,50109410,,51
2022,50109411,,51
2022,50109414,,51
2022,50109412,,52
2022,50109413,,51
2022,50109415,,51
2022,50109418,,51
2022,50109419,,51
2022,50109420,,51
2022,50109416,,51
2022,50109417,,51
2022,50109422,,1
2022,50915529,,51
2022,50109423,,51
2022,50109421,,5
2022,50109424,,51
2022,50109425,,51
2022,50108373,,51
2022,50109428,,51
2022,50109426,,51
2022,50109427,,51
2022,50109429,,51
2022,50109430,,51
2022,50109431,,51
2022,50109432,,51
2022,50109433,,51
2022,50109435,,51
2022,48569960,,51
2022,50109434,,51
2022,50109436,,51
2022,50109437,,51
2022,50109438,,51
2022,50109439,,51
2022,50109440,,51
2022,50109441,,51
2022,50109442,,51
2022,50109443,,51
2022,50109445,,51
2022,50109444,,1
2022,50109446,,51
2022,50109447,,51
2022,50109448,,51
2022,50109449,,51
2022,50109450,,51
2022,50109452,,51
2022,50109451,,51
2022,50109453,,53
2022,50109454,,51
2022,50109456,,51
2022,50109457,,51
2022,50109458,,51
2022,50109459,,51
2022,50109460,,51
2022,50109461,,51
2022,48470287,,51
2022,50110428,,51
2022,50109462,,51
2022,50109463,,51
2022,50109464,,51
2022,50109465,,51
2022,50109466,,51
2022,50109467,,51
2022,50109468,,51
2022,50109469,,51
2022,50109471,,51
2022,50109470,,51
2022,50109472,,51
2022,50109474,,51
2022,50109473,,51
2022,50915530,,51
2022,50915531,,51
2022,50915540,,51
2022,50915541,,51
2022,50109475,,51
2022,50109476,,51
2022,50109478,,51
2022,50109477,,51
2022,50109480,,51
2022,50109479,,51
2022,50109484,,51
2022,50109481,,51
2022,50109482,,51
2022,50109483,,51
2022,50109485,,51
2022,50109486,,51
2022,50110466,,51
2022,50109487,,51
2022,50109488,,51
2022,50109489,,51
2022,50109490,,51
2022,50109492,,51
2022,50109491,,51
2022,50109493,,52
2022,50109494,,51
2022,50109495,,51
2022,50109496,,51
2022,50109497,,51
2022,50109498,,51
2022,50109499,,51
2022,50109500,,51
2022,50109501,,51
2022,50109502,,51
2022,50109503,,51
2022,50109504,,51
2022,50109505,,51
2022,50109506,,51
2022,50109507,,51
2022,50109508,,51
2022,50106693,,51
2022,50109509,,51
2022,50109510,,51
2022,50109511,,51
2022,50109512,,51
2022,50109513,,51
2022,50109514,,51
2022,50109515,,51
2022,50109516,,51
2022,50109517,,51
2022,50109520,,51
2022,50109518,,51
2022,50109519,,51
2022,50109521,,51
2022,50109522,,51
2022,50109523,,51
2022,50109525,,51
2022,50109524,,51
2022,50109526,,51
2022,50109527,,51
2022,50106694,,51
2022,50109528,,51
2022,50109529,,51
2022,50109530,,51
2022,50109531,,51
2022,50109533,,51
2022,50109534,,51
2022,50109532,,51
2022,50109535,,51
2022,50109536,,51
2022,50109537,,51
2022,50109538,,51
2022,50109539,,51
2022,50109540,,51
2022,50109541,,51
2022,50109542,,51
2022,50109543,,51
2022,50109544,,51
2022,50109545,,51
2022,50109546,,51
2022,50109547,,51
2022,50109548,,51
2022,50109549,,51
2022,50109550,,51
2022,50109551,,51
2022,50109552,,51
2022,50109553,,51
2022,50109554,,51
2022,50109555,,51
2022,50109557,,51
2022,50109556,,51
2022,50109558,,51
2022,50915763,,51
2022,50108374,,51
2022,50109559,,51
2022,50109560,,51
2022,50109561,,51
2022,50109562,,51
2022,50109563,,51
2022,50109564,,51
2022,50109565,,51
2022,50109566,,51
2022,50109567,,51
2022,50108375,,51
2022,50109569,,51
2022,50109568,,51
2022,50109570,,51
2022,50109571,,51
2022,50109572,,51
2022,50109573,,51
2022,50109574,,51
2022,50109575,,51
2022,50109576,,3
2022,50109577,,51
2022,50109578,,51
2022,50109579,,51
2022,50109580,,51
2022,50109581,,51
2022,50109583,,51
2022,50109582,,51
2022,50109584,,51
2022,50109585,,51
2022,50109586,,51
2022,50109587,,51
2022,50109588,,51
2022,50109589,,51
2022,50109590,,51
2022,50109591,,51
2022,50109593,,51
2022,50109594,,51
2022,50109592,,51
2022,50109595,,51
2022,50109596,,51
2022,50109598,,51
2022,50109599,,51
2022,50109597,,51
2022,50109600,,51
2022,50109601,,51
2022,50109602,,51
2022,50109603,,51
2022,50109604,,51
2022,50109605,,51
2022,50109607,,51
2022,50109606,,51
2022,50109609,,51
2022,50109608,,51
2022,50109610,,51
2022,50109612,,51
2022,50109611,,51
2022,50109613,,51
2022,50915764,,51
2022,50915765,,51
2022,50915766,,51
2022,50915542,,51
2022,50915543,,51
2022,50915544,,51
2022,50915752,,51
2022,50915545,,51
2022,50915546,,51
2022,50915547,,51
2022,50921858,,51
2022,50108376,,51
2022,50109614,,51
2022,50109615,,51
2022,50109616,,1
2022,50109617,,52
2022,50109618,,51
2022,50109619,,51
2022,50109620,,51
2022,50109621,,51
2022,50109622,,51
2022,50109623,,51
2022,50109624,,51
2022,50109625,,51
2022,50109626,,51
2022,50109627,,51
2022,50109628,,51
2022,50109629,,51
2022,50109630,,51
2022,50109631,,51
2022,50109632,,51
2022,50109633,,51
2022,50109634,,51
2022,50109635,,51
2022,50109636,,51
2022,50109637,,51
2022,50109638,,1
2022,50109640,,51
2022,50109639,,51
2022,50109641,,51
2022,50109642,,51
2022,50109643,,51
2022,50109644,,51
2022,50109645,,51
2022,50109647,,51
2022,50109646,,51
2022,50109653,,51
2022,50109658,,51
2022,50109660,,51
2022,50109659,,51
2022,50109661,,51
2022,50109662,,51
2022,50109664,,51
2022,50109663,,51
2022,50915548,,51
2022,50109665,,51
2022,50109666,,51
2022,50109667,,51
2022,50109668,,51
2022,50915549,,51
2022,50921859,,51
2022,50915550,,51
2022,50109669,,51
2022,50915551,,51
2022,50109671,,51
2022,50915552,,51
2022,50109672,,51
2022,50109674,,51
2022,50109673,,52
2022,50915753,,51
2022,50109675,,51
2022,50915553,,52
2022,50109677,,51
2022,50109676,,51
2022,50915554,,51
2022,50109679,,51
2022,50915535,,51
2022,50109678,,1
2022,50109680,,51
2022,50109681,,51
2022,50915555,,51
2022,50915556,,51
2022,50915557,,51
2022,50915538,,51
2022,50915747,,51
2022,50109682,,51
2022,50109683,,51
2022,50109684,,51
2022,50109685,,51
2022,50109686,,51
2022,50109687,,51
2022,50109688,,51
2022,50109689,,51
2022,50109690,,51
2022,50109691,,1
2022,50109692,,51
2022,50109694,,2
2022,50109693,,51
2022,50915558,,51
2022,50915559,,51
2022,50915560,,51
2022,50915561,,51
2022,50915562,,51
2022,50915563,,3
2022,50915564,,51
2022,50915565,,51
2022,50915566,,51
2022,50915567,,51
2022,50915539,,51
2022,50915568,,51
2022,50915572,,51
2022,50915576,,51
2022,50915578,,51
2022,50109695,,51
2022,50109696,,51
2022,50915581,,51
2022,50915585,,51
2022,50915604,,51
2022,50915615,,51
2022,50915641,,51
2022,50915698,,51
2022,50109699,,51
2022,50109700,,51
2022,50915703,,51
2022,50915710,,51
2022,50915735,,51
2022,50108377,,51
2022,50109701,,51
2022,50915736,,51
2022,50915737,,51
2022,50915537,,51
2022,50915738,,51
2022,50915534,,51
2022,50915739,,51
2022,50915740,,51
2022,50915741,,51
2022,50915742,,51
2022,50915743,,51
2022,50915744,,51
2022,50915745,,51
2022,50109703,,51
2022,50109702,,51
2022,50109704,,51
2022,50915746,,52
2022,50915536,,51
2022,50109705,,51
2022,50921860,,51
2022,50109706,,51
2022,50109707,,51
2022,50109709,,51
2022,50109710,,51
2022,50109708,,51
2022,50921861,,51
2022,50921862,,51
2022,50921863,,51
2022,50921864,,51
2022,50921865,,51
2022,50921866,,51
2022,50921867,,51
2022,50921868,,51
2022,50921869,,51
2022,50921870,,51
2022,50921871,,51
2022,50109712,,51
2022,50109711,,51
2022,50109713,,51
2022,50109714,,51
2022,50109715,,51
2022,50109717,,51
2022,50109716,,51
2022,50109718,,51
2022,50109719,,51
2022,50109721,,51
2022,50109722,,51
2022,50109723,,51
2022,50109724,,51
2022,50109725,,51
2022,50109726,,51
2022,50109727,,51
2022,50109728,,51
2022,50109729,,51
2022,50109730,,51
2022,50109731,,51
2022,50921872,,51
2022,50921873,,51
2022,50921875,,51
2022,50921876,,51
2022,50921877,,51
2022,50921878,,51
2022,50921879,,51
2022,50921880,,51
2022,50921881,,51
2022,51341811,,51
2022,50109732,,51
2022,50109733,,51
2022,50109734,,51
2022,50109735,,51
2022,50109737,,51
2022,50109736,,51
2022,50109740,,51
2022,50109739,,51
2022,50109738,,51
2022,50109741,,51
2022,50109742,,1
2022,50109743,,51
2022,50109744,,51
2022,50109745,,51
2022,50109746,,51
2022,50109747,,51
2022,50109748,,51
2022,50109749,,51
2022,50109752,,1
2022,50109750,,51
2022,50109751,,51
2022,50109753,,51
2022,50109754,,51
2022,50109755,,51
2022,50109756,,51
2022,50109757,,51
2022,50109758,,51
2022,50109759,,51
2022,50109760,,51
2022,50109762,,1
2022,50109761,,51
2022,50109763,,51
2022,50109764,,51
2022,50109765,,51
2022,50109766,,4
2022,50109767,,51
2022,50109768,,51
2022,50109769,,51
2022,50109770,,51
2022,50109771,,51
2022,50109772,,51
2022,50109773,,51
2022,50109774,,51
2022,50109775,,51
2022,50109776,,51
2022,50109777,,3
2022,50109778,,51
2022,50109780,,51
2022,50109779,,51
2022,50109782,,51
2022,50109781,,53
2022,50109783,,51
2022,50109784,,51
2022,50109785,,51
2022,50109786,,51
2022,50109787,,51
2022,50109788,,1
2022,50109789,,51
2022,50109790,,51
2022,50109791,,51
2022,50109792,,51
2022,50109793,,51
2022,50109795,,1
2022,50109794,,51
2022,50109796,,52
2022,50109798,,51
2022,50109797,,51
2022,50106695,,51
2022,50109799,,51
2022,50109800,,51
2022,50109801,,51
2022,50109802,,51
2022,50109803,,51
2022,50109805,,53
2022,50109806,,51
2022,50109804,,51
2022,50109807,,51
2022,50109809,,51
2022,50109813,,51
2022,50109810,,51
2022,50109811,,51
2022,50109814,,51
2022,50109816,,51
2022,50109815,,51
2022,50109817,,51
2022,50109818,,51
2022,50109821,,51
2022,50109819,,51
2022,50109820,,51
2022,50109822,,51
2022,50109823,,51
2022,50109824,,51
2022,50109825,,52
2022,50109826,,51
2022,50109828,,51
2022,50109827,,51
2022,50109829,,51
2022,50109830,,51
2022,50109831,,51
2022,50109832,,51
2022,50109833,,52
2022,50109835,,51
2022,50109834,,51
2022,50109837,,51
2022,50109836,,51
2022,50109838,,51
2022,50109839,,51
2022,50109840,,51
2022,50109841,,51
2022,50109842,,51
2022,50109843,,51
2022,50109844,,51
2022,50109846,,51
2022,51341812,,51
2022,51341807,,51
2022,50109845,,51
2022,50109847,,51
2022,51341808,,51
2022,51341809,,51
2022,51341813,,51
2022,51341814,,51
2022,51341815,,51
2022,48571086,,51
2022,50109848,,51
2022,50109849,,51
2022,50109850,,51
2022,50109851,,51
2022,50109853,,51
2022,50109854,,51
2022,50109852,,51
2022,50109855,,51
2022,50109857,,51
2022,50109856,,51
2022,50109858,,51
2022,50109859,,51
2022,50109860,,51
2022,50109863,,51
2022,50109861,,51
2022,50109864,,51
2022,50109865,,51
2022,50109866,,51
2022,50109862,,51
2022,50109867,,3
2022,50109867,,5
2022,50109869,,9
2022,50109870,,51
2022,50109871,,51
2022,50109872,,51
2022,50109873,,51
2022,50109874,,51
2022,50109875,,51
2022,50109876,,51
2022,50109877,,51
2022,50109879,,51
2022,50109880,,51
2022,50109881,,51
2022,50109882,,51
2022,50109883,,51
2022,50109884,,51
2022,50109885,,51
2022,50109886,,51
2022,50109887,,51
2022,50109888,,51
2022,50109889,,51
2022,50109890,,51
2022,50109892,,51
2022,50109893,,51
2022,50109894,,51
2022,50109895,,51
2022,50109897,,51
2022,50109896,,51
2022,50109899,,51
2022,50109898,,51
2022,50109900,,51
2022,50109902,,51
2022,50109903,,51
2022,50109904,,51
2022,50109906,,51
2022,50109907,,51
2022,50106696,,51
2022,50109909,,51
2022,50109908,,51
2022,50109910,,51
2022,50109911,,51
2022,50109912,,53
2022,50109914,,51
2022,50109915,,51
2022,50109917,,51
2022,50109916,,51
2022,50109920,,51
2022,48571087,,51
2022,50109919,,51
2022,50109921,,51
2022,50109922,,51
2022,50109923,,51
2022,50109924,,51
2022,50109925,,51
2022,50109926,,52
2022,50109927,,51
2022,50109928,,51
2022,50109929,,51
2022,50109930,,51
2022,50109931,,51
2022,50109932,,51
2022,50109933,,51
2022,50109934,,51
2022,50109935,,51
2022,50109936,,51
2022,50109937,,51
2022,50109938,,51
2022,50109940,,51
2022,50109941,,51
2022,48571088,,51
2022,50109942,,51
2022,50109943,,51
2022,50109945,,51
2022,50109946,,51
2022,50109947,,51
2022,50109948,,51
2022,50109949,,51
2022,50109950,,51
2022,50109951,,51
2022,50109952,,51
2022,50109954,,51
2022,50109955,,51
2022,50109956,,51
2022,50109957,,51
2022,50109958,,51
2022,50109960,,51
