data_year,arrestee_id,nibrs_arrestee_weapon_id,weapon_id
2022,50109959,,51
2022,50109962,,51
2022,50109963,,51
2022,50109964,,51
2022,50109965,,51
2022,50109966,,51
2022,50109967,,51
2022,50109968,,51
2022,48571089,,51
2022,48571092,,51
2022,50109971,,51
2022,50109972,,51
2022,50109973,,51
2022,50109974,,51
2022,50109975,,51
2022,50109976,,51
2022,50109978,,51
2022,50109977,,51
2022,50109979,,51
2022,50109980,,51
2022,48571093,,51
2022,48571095,,53
2022,50109982,,51
2022,50109981,,51
2022,50109983,,51
2022,50109984,,51
2022,50109987,,51
2022,50109988,,51
2022,48571096,,51
2022,48571097,,51
2022,48571145,,51
2022,48571098,,51
2022,48571099,,51
2022,48571100,,51
2022,50109989,,51
2022,50109990,,51
2022,50109992,,51
2022,50106697,,51
2022,50109991,,51
2022,50109993,,51
2022,50109996,,51
2022,50109995,,51
2022,50106698,,51
2022,50106699,,51
2022,50109997,,51
2022,50109999,,51
2022,50110000,,51
2022,50109998,,51
2022,50110001,,51
2022,50110002,,51
2022,50110003,,51
2022,50110004,,51
2022,50110005,,51
2022,50110006,,51
2022,50110008,,51
2022,50110009,,51
2022,50110007,,51
2022,50110010,,51
2022,50110011,,51
2022,50110013,,51
2022,50110014,,51
2022,50110015,,51
2022,50110016,,51
2022,50110017,,51
2022,50110019,,51
2022,50110020,,51
2022,50110021,,51
2022,50110780,,51
2022,50110022,,51
2022,50110023,,51
2022,50110025,,51
2022,50110026,,51
2022,50110027,,51
2022,50110028,,51
2022,50110029,,51
2022,50110030,,51
2022,50110031,,51
2022,50110033,,51
2022,50110034,,51
2022,50106700,,51
2022,50110035,,51
2022,50110036,,51
2022,50110037,,51
2022,50110038,,51
2022,50110039,,51
2022,50110040,,51
2022,50110042,,51
2022,50106701,,51
2022,50110043,,51
2022,50110044,,51
2022,50106702,,51
2022,50110045,,51
2022,50110046,,51
2022,50110047,,51
2022,50110048,,51
2022,50110049,,51
2022,50110051,,52
2022,50110053,,51
2022,50110052,,51
2022,50110054,,51
2022,50106703,,51
2022,50110056,,52
2022,50110055,,51
2022,50110057,,51
2022,50110787,,51
2022,50106704,,51
2022,50106705,,51
2022,50110061,,51
2022,50110058,,51
2022,50110059,,51
2022,48571103,,51
2022,48571104,,51
2022,48571109,,51
2022,48571110,,51
2022,48571111,,51
2022,48571112,,51
2022,48571113,,51
2022,48571114,,51
2022,48571115,,51
2022,48571116,,51
2022,48571117,,51
2022,48571118,,51
2022,48571121,,51
2022,48571122,,51
2022,50110062,,51
2022,50110060,,51
2022,50108378,,51
2022,50110063,,52
2022,50110064,,51
2022,50110066,,51
2022,50110065,,51
2022,50110067,,51
2022,50110068,,51
2022,50110069,,51
2022,50110070,,51
2022,50110071,,51
2022,50110072,,51
2022,50110073,,51
2022,48571123,,51
2022,48571124,,51
2022,48571125,,51
2022,50110074,,51
2022,48571126,,51
2022,48571127,,51
2022,48571128,,51
2022,50110075,,51
2022,48571129,,51
2022,50110076,,3
2022,50110076,,5
2022,48571130,,3
2022,48571131,,1
2022,48571132,,1
2022,48571133,,51
2022,48571134,,52
2022,48571135,,51
2022,48571136,,51
2022,48571137,,51
2022,48571139,,51
2022,48571140,,51
2022,48571141,,51
2022,48571142,,51
2022,48571143,,51
2022,50110077,,51
2022,50110078,,51
2022,50110079,,51
2022,50110080,,51
2022,50110082,,51
2022,50110081,,51
2022,50110083,,51
2022,50110084,,51
2022,50110085,,51
2022,50110086,,51
2022,50110088,,51
2022,50110089,,51
2022,50110090,,51
2022,50110782,,51
2022,50110783,,51
2022,50110093,,51
2022,50110094,,51
2022,50110096,,51
2022,50110095,,51
2022,50110097,,51
2022,50110098,,51
2022,50110099,,51
2022,50110100,,51
2022,50110101,,51
2022,50108379,,51
2022,50110103,,51
2022,50110102,,51
2022,50110784,,51
2022,50110104,,51
2022,50108380,,51
2022,50110106,,51
2022,50110107,,51
2022,50110785,,51
2022,50110108,,51
2022,50110109,,51
2022,50110110,,51
2022,50106706,,51
2022,50110111,,51
2022,50110112,,51
2022,50110115,,51
2022,50110113,,51
2022,50110116,,51
2022,50110786,,51
2022,50108381,,51
2022,50108849,,51
2022,48571146,,51
2022,48571147,,51
2022,48571148,,51
2022,48571149,,51
2022,48571150,,51
2022,48571151,,51
2022,48571152,,51
2022,48571154,,51
2022,48571155,,51
2022,48571156,,51
2022,48571157,,51
2022,48571158,,51
2022,48571159,,3
2022,48571160,,51
2022,48571161,,51
2022,48571162,,51
2022,48571163,,51
2022,48571165,,51
2022,48571166,,51
2022,48571167,,51
2022,48571168,,51
2022,48571169,,51
2022,48571170,,51
2022,50110788,,51
2022,50110789,,51
2022,50110127,,51
2022,48571172,,51
2022,50110790,,51
2022,48571173,,51
2022,50110791,,51
2022,48571174,,51
2022,48571176,,51
2022,48571177,,52
2022,48571178,,51
2022,48571180,,51
2022,48571181,,51
2022,48571182,,2
2022,48571183,,51
2022,48571184,,51
2022,48571185,,51
2022,48571186,,51
2022,48571187,,51
2022,48571189,,51
2022,48571190,,51
2022,48571191,,51
2022,48571192,,51
2022,48571193,,51
2022,48571194,,51
2022,48571195,,51
2022,48571196,,51
2022,48571197,,51
2022,48571198,,51
2022,48571199,,51
2022,48571200,,51
2022,48571201,,51
2022,48571204,,51
2022,48571205,,51
2022,48571206,,51
2022,48571207,,51
2022,48571209,,51
2022,48571210,,51
2022,48571211,,51
2022,48571212,,51
2022,48571213,,51
2022,48571214,,51
2022,48571215,,51
2022,48571216,,51
2022,48571219,,51
2022,50110792,,51
2022,50110793,,51
2022,48571220,,51
2022,50110794,,51
2022,48571221,,51
2022,48571222,,3
2022,48571223,,51
2022,48571224,,51
2022,50108382,,1
2022,50110795,,51
2022,48571225,,51
2022,48571226,,51
2022,48571227,,51
2022,48571228,,51
2022,48571229,,51
2022,48571230,,51
2022,48571231,,51
2022,48571232,,51
2022,48571234,,51
2022,48571235,,52
2022,48571236,,52
2022,48571237,,51
2022,48571238,,51
2022,48571239,,53
2022,48571240,,51
2022,48571241,,51
2022,48571242,,51
2022,48571245,,51
2022,48571246,,51
2022,48571247,,51
2022,48571248,,51
2022,48571249,,51
2022,48571250,,51
2022,48571251,,51
2022,48571252,,51
2022,48571253,,51
2022,50110796,,51
2022,48571254,,51
2022,50110797,,51
2022,50110799,,51
2022,50110800,,51
2022,50110801,,51
2022,50110798,,51
2022,50110802,,51
2022,50108383,,51
2022,50110803,,51
2022,50108384,,51
2022,50108385,,51
2022,50110804,,51
2022,50110805,,51
2022,50110806,,51
2022,50110807,,51
2022,50108386,,51
