data_year,weapon_id,offense_id,nibrs_weapon_id
2022,41,201763985,
2022,42,201763989,
2022,41,201782898,
2022,41,201764060,
2022,41,201774404,
2022,41,201764078,
2022,41,201782082,
2022,41,201774527,
2022,41,201767724,
2022,9,201774604,
2022,9,201774605,
2022,41,201767553,
2022,41,201766025,
2022,41,201765950,
2022,3,201766207,
2022,41,201776266,
2022,41,201783299,
2022,4,201848099,
2022,6,201848099,
2022,34,201848099,
2022,41,201773459,
2022,41,201779623,
2022,41,201775418,
2022,41,201782482,
2022,41,201781870,
2022,42,201782486,
2022,41,201776353,
2022,41,201777970,
2022,21,201781727,
2022,41,201781341,
2022,3,201781691,
2022,41,201781678,
2022,41,201781680,
2022,41,201781682,
2022,41,201781726,
2022,42,201782737,
2022,38,201781788,
2022,4,201781831,
2022,41,201781936,
2022,41,197447990,
2022,4,201782992,
2022,41,197447993,
2022,41,201783007,
2022,41,197447995,
2022,41,197447994,
2022,41,197448001,
2022,41,201781877,
2022,41,197441507,
2022,38,201781895,
2022,42,197448006,
2022,41,197448007,
2022,41,197448008,
2022,41,201845928,
2022,42,197448019,
2022,41,197448027,
2022,41,197448038,
2022,41,197448040,
2022,41,197448041,
2022,42,197448043,
2022,41,197448046,
2022,41,197448048,
2022,41,197450238,
2022,3,197448053,
2022,41,197448054,
2022,41,197448060,
2022,41,197448061,
2022,41,197448063,
2022,41,197448088,
2022,41,197448102,
2022,41,197448103,
2022,31,197448108,
2022,41,201783009,
2022,41,201781882,
2022,41,201781919,
2022,41,197448115,
2022,42,201845929,
2022,41,197448119,
2022,41,197448124,
2022,3,201782484,
2022,41,201782564,
2022,41,197448139,
2022,41,197448140,
2022,42,197448144,
2022,42,197448143,
2022,38,197448145,
2022,3,197448146,
2022,21,197448151,
2022,41,197448158,
2022,41,197448160,
2022,41,197448163,
2022,41,197448166,
2022,41,197448168,
2022,41,197448172,
2022,21,197448174,
2022,42,197448173,
2022,42,197448176,
2022,41,197448180,
2022,42,197448187,
2022,41,197448192,
2022,41,197450411,
2022,41,197448194,
2022,3,197448195,
2022,3,197448196,
2022,41,197448206,
2022,41,201845933,
2022,42,201782374,
2022,41,201781911,
2022,41,201782054,
2022,21,201781947,
2022,42,201845941,
2022,41,197448207,
2022,31,197448209,
2022,41,197448211,
2022,42,197448210,
2022,41,197448213,
2022,41,197448227,
2022,41,197448221,
2022,41,197448243,
2022,41,197448245,
2022,31,197448249,
2022,41,197436423,
2022,41,197448257,
2022,41,197448256,
2022,42,197448264,
2022,42,197448271,
2022,41,197448273,
2022,3,197448279,
2022,42,197448282,
2022,41,197448284,
2022,21,197448285,
2022,41,197448290,
2022,41,197448292,
2022,1,197448294,
2022,41,197448306,
2022,41,197448307,
2022,41,197448318,
2022,41,197448319,
2022,21,197448325,
2022,3,197448328,
2022,2,197448337,
2022,41,197448334,
2022,41,197448341,
2022,41,201845943,
2022,41,197448335,
2022,41,201781932,
2022,41,201781933,
2022,41,201843698,
2022,41,201781929,
2022,1,197448349,
2022,41,201846025,
2022,41,197448348,
2022,42,197448350,
2022,41,197448353,
2022,41,197448357,
2022,21,197448358,
2022,42,201781937,
2022,41,201782002,
2022,38,201781948,
2022,41,201846350,
2022,41,197448367,
2022,42,197448371,
2022,41,197448376,
2022,38,197448376,
2022,41,197448380,
2022,41,201781970,
2022,1,201781968,
2022,41,201782020,
2022,41,201781967,
2022,41,201781969,
2022,3,201782061,
2022,41,201782034,
2022,41,201782055,
2022,41,201782056,
2022,41,201782059,
2022,41,201782087,
2022,42,201843734,
2022,41,201846392,
2022,41,197448389,
2022,41,201846402,
2022,41,201782093,
2022,41,197448396,
2022,1,197448399,
2022,41,201782097,
2022,41,201782268,
2022,42,197448413,
2022,41,197448414,
2022,42,201843692,
2022,41,197448415,
2022,41,197448417,
2022,41,197448416,
2022,42,201782096,
2022,3,201782856,
2022,3,201782104,
2022,42,201782101,
2022,41,197448429,
2022,41,201782108,
2022,21,201782115,
2022,41,201782126,
2022,32,201782250,
2022,41,197448441,
2022,5,201782120,
2022,41,201782251,
2022,42,201782124,
2022,38,201782122,
2022,41,201782118,
2022,41,197448451,
2022,39,201838685,
2022,41,197448455,
2022,3,197448460,
2022,41,197448468,
2022,1,197452100,
2022,41,197448476,
2022,1,197448482,
2022,41,197448496,
2022,41,197448501,
2022,41,197448506,
2022,41,197448509,
2022,41,197448511,
2022,31,197448517,
2022,3,197448520,
2022,41,197448522,
2022,41,197448534,
2022,31,197448533,
2022,41,197448536,
2022,31,197448537,
2022,41,197448546,
2022,41,197448554,
2022,42,197448559,
2022,41,197448557,
2022,38,197448560,
2022,41,197448561,
2022,41,197448562,
2022,41,197448570,
2022,3,197436432,
2022,41,201782125,
2022,41,197448576,
2022,41,197448578,
2022,1,197448580,
2022,41,197448579,
2022,41,201782133,
2022,41,201782187,
2022,41,201782197,
2022,42,201782758,
2022,41,201782205,
2022,41,201782662,
2022,41,201782663,
2022,41,201782247,
2022,3,201782240,
2022,42,201782238,
2022,42,201782252,
2022,42,201782255,
2022,41,201782670,
2022,41,201782280,
2022,42,201782307,
2022,41,201782258,
2022,41,201782287,
2022,41,201782266,
2022,41,201782668,
2022,1,201782289,
2022,41,201782329,
2022,41,201782324,
2022,38,201782308,
2022,41,201782673,
2022,42,201782323,
2022,21,201782332,
2022,42,201782485,
2022,41,201782330,
2022,41,201782347,
2022,41,201782682,
2022,42,201782512,
2022,41,201782687,
2022,37,201782687,
2022,41,201782694,
2022,38,201782423,
2022,41,201782363,
2022,41,201782385,
2022,38,201782433,
2022,41,201782434,
2022,1,201782692,
2022,38,201782395,
2022,3,201782430,
2022,3,201782426,
2022,38,201782697,
2022,41,201782528,
2022,41,201782503,
2022,3,201782481,
2022,42,201782499,
2022,38,201782500,
2022,41,201782501,
2022,41,201782511,
2022,41,201804316,
2022,41,197448587,
2022,21,197448588,
2022,38,197448592,
2022,41,197448593,
2022,41,197448594,
2022,3,197448598,
2022,41,197448599,
2022,41,197448600,
2022,41,197448602,
2022,41,197448601,
2022,41,197448606,
2022,41,197448610,
2022,41,197448613,
2022,41,197448615,
2022,42,197448624,
2022,41,197448626,
2022,41,197448625,
2022,41,197448627,
2022,41,197448633,
2022,38,197448639,
2022,37,201804316,
2022,39,201782574,
2022,41,201782507,
2022,3,201782747,
2022,41,201783252,
2022,41,197448645,
2022,39,201840076,
2022,41,197448644,
2022,21,197448647,
2022,21,197448648,
2022,41,197448656,
2022,41,197448658,
2022,3,197448662,
2022,42,197448659,
2022,21,197448675,
2022,41,197436435,
2022,41,197448694,
2022,41,197448701,
2022,41,197448703,
2022,42,197450764,
2022,41,197448704,
2022,41,197448706,
2022,42,197448708,
2022,41,197448709,
2022,41,197448727,
2022,41,197448728,
2022,41,197448733,
2022,42,197448738,
2022,41,197448736,
2022,41,197448745,
2022,4,197448752,
2022,42,197448748,
2022,41,197448753,
2022,3,197448756,
2022,5,197448756,
2022,38,197448759,
2022,42,202953658,
2022,41,197448771,
2022,41,197448773,
2022,41,197448775,
2022,41,197448778,
2022,42,197448779,
2022,41,197448785,
2022,41,197448787,
2022,42,197448788,
2022,41,197448790,
2022,1,202953659,
2022,41,197448801,
2022,41,197448802,
2022,41,197448813,
2022,41,197448815,
2022,35,197448817,
2022,41,197448816,
2022,41,197448822,
2022,42,202953665,
2022,41,197448826,
2022,41,197448829,
2022,41,197448827,
2022,32,202953667,
2022,41,202953669,
2022,41,202953670,
2022,3,202953673,
2022,41,202953675,
2022,1,202953680,
2022,41,202953687,
2022,41,202953692,
2022,1,202953697,
2022,41,202953698,
2022,41,202953703,
2022,41,197448830,
2022,41,202953704,
2022,42,202953707,
2022,41,202953711,
2022,31,202953723,
2022,3,202953725,
2022,41,202953727,
2022,41,202953734,
2022,41,202953741,
2022,41,202953745,
2022,41,202953746,
2022,38,202953749,
2022,41,202953751,
2022,41,202953763,
2022,41,202953768,
2022,41,202953769,
2022,41,202953771,
2022,41,202953776,
2022,41,202953777,
2022,1,202953778,
2022,41,202953786,
2022,1,202953792,
2022,41,202953798,
2022,41,202953799,
2022,31,202953801,
2022,41,202953803,
2022,41,202953804,
2022,1,202953815,
2022,41,202953818,
2022,3,202953820,
2022,21,202953822,
2022,41,202953822,
2022,41,202953826,
2022,41,202953828,
2022,41,202953830,
2022,3,202953833,
2022,42,202953835,
2022,41,202953836,
2022,1,202953849,
2022,41,202953852,
2022,41,202953853,
2022,41,202953857,
2022,41,202953858,
2022,39,202953861,
2022,39,202953870,
2022,41,202953874,
2022,41,202953884,
2022,41,202953886,
2022,42,202953887,
2022,41,202953888,
2022,41,202953894,
2022,41,197448834,
2022,41,197448835,
2022,41,202952306,
2022,41,197448837,
2022,41,197448839,
2022,31,197448853,
2022,42,197448859,
2022,41,197448874,
2022,41,197448873,
2022,41,197448875,
2022,41,197448876,
2022,42,197448877,
2022,41,197436441,
2022,21,197448884,
2022,41,197448881,
2022,41,197448895,
2022,41,197448899,
2022,41,197448900,
2022,41,202952307,
2022,41,202952308,
2022,5,202952309,
2022,3,202952312,
2022,41,202953905,
2022,41,202952313,
2022,3,202952314,
2022,41,202953910,
2022,41,202952466,
2022,1,190593368,
2022,41,197448910,
2022,42,197436443,
2022,41,197448914,
2022,31,197448937,
2022,41,197448939,
2022,42,197448941,
2022,41,197448946,
2022,41,197448950,
2022,41,197448953,
2022,41,197448955,
2022,38,197436449,
2022,41,197450783,
2022,41,197448961,
2022,41,197448962,
2022,41,197448967,
2022,41,197448971,
2022,41,197448975,
2022,41,197448988,
2022,41,197448990,
2022,42,197448994,
2022,1,197450870,
2022,41,197448998,
2022,41,197448999,
2022,41,197449001,
2022,41,197449000,
2022,41,197449002,
2022,41,197449003,
2022,41,197449006,
2022,41,197449004,
2022,21,197449012,
2022,41,197449014,
2022,41,197449016,
2022,41,197436453,
2022,41,197449028,
2022,42,197449031,
2022,41,197449037,
2022,41,197449039,
2022,41,197449040,
2022,42,197449045,
2022,41,197449046,
2022,41,197449056,
2022,41,197449057,
2022,41,197449067,
2022,41,197449068,
2022,41,197449071,
2022,42,197449076,
2022,41,197449073,
2022,38,197449082,
2022,3,197450809,
2022,3,197450810,
2022,41,197449088,
2022,42,197449094,
2022,41,197449097,
2022,41,197449102,
2022,41,197449103,
2022,41,197450811,
2022,41,197449107,
2022,42,197449110,
2022,41,197449114,
2022,41,197436460,
2022,41,197449119,
2022,41,197449122,
2022,41,197449128,
2022,41,197449133,
2022,41,197449134,
2022,41,197449136,
2022,21,197449142,
2022,21,197449145,
2022,41,197449149,
2022,41,197449152,
2022,42,197450816,
2022,38,197450818,
2022,41,197449153,
2022,21,197449157,
2022,41,197449155,
2022,41,197449156,
2022,41,197450875,
2022,39,197450875,
2022,41,197449158,
2022,41,197449164,
2022,41,197449167,
2022,21,197449171,
2022,41,197449177,
2022,41,197449176,
2022,41,197449179,
2022,42,197449181,
2022,41,197449183,
2022,41,197449189,
2022,41,197449190,
2022,38,197449199,
2022,3,197449200,
2022,5,197449200,
2022,41,197449210,
2022,41,197449211,
2022,41,197449213,
2022,38,197449219,
2022,21,197449223,
2022,5,197449220,
2022,41,197449225,
2022,41,197449229,
2022,41,197449231,
2022,41,197449239,
2022,41,197449242,
2022,1,197449247,
2022,38,197441536,
2022,42,197441537,
2022,41,197449251,
2022,41,197449249,
2022,41,197450843,
2022,41,197449252,
2022,41,197449250,
2022,41,197449260,
2022,42,197449261,
2022,41,197449262,
2022,41,197449267,
2022,41,197450849,
2022,42,197450848,
2022,41,197436479,
2022,41,197450854,
2022,41,197445959,
2022,31,197450883,
2022,41,197450885,
2022,38,197450890,
2022,41,197450893,
2022,41,197450895,
2022,1,197441547,
2022,41,197450897,
2022,21,197450903,
2022,41,197450904,
2022,41,197450906,
2022,41,197450910,
2022,41,197450907,
2022,41,197441550,
2022,41,197441554,
2022,41,197441557,
2022,41,197450925,
2022,41,197441560,
2022,38,197450928,
2022,39,197450928,
2022,41,197441563,
2022,41,197436492,
2022,41,197450938,
2022,41,197436495,
2022,41,197441587,
2022,41,197441594,
2022,41,197441609,
2022,42,200793397,
2022,41,197441621,
2022,1,197441624,
2022,41,197441628,
2022,38,197441642,
2022,21,197450951,
2022,41,197450957,
2022,31,197450959,
2022,41,197450967,
2022,41,197450973,
2022,41,197450974,
2022,41,197450978,
2022,42,197450979,
2022,41,197450980,
2022,41,197450981,
2022,41,197450988,
2022,41,197450991,
2022,41,197436592,
2022,41,197451004,
2022,41,197451010,
2022,41,197451011,
2022,21,197451016,
2022,41,197436606,
2022,41,197451014,
2022,41,197436610,
2022,31,197451019,
2022,41,197451021,
2022,42,197451023,
2022,3,197451027,
2022,41,197451028,
2022,41,197451029,
2022,42,197451032,
2022,3,197451035,
2022,41,197451037,
2022,41,197436628,
2022,41,197451038,
2022,3,197451042,
2022,41,197451043,
2022,41,197436652,
2022,41,197436664,
2022,41,197451052,
2022,41,197451053,
2022,41,197436688,
2022,41,197451058,
2022,41,197436692,
2022,41,197436695,
2022,38,197436701,
2022,41,197436721,
2022,42,197436739,
2022,41,200793398,
2022,41,200793402,
2022,41,197436763,
2022,41,197436766,
2022,38,200818124,
2022,42,197436780,
2022,41,197436792,
2022,41,197436797,
2022,41,197436798,
2022,41,197436806,
2022,41,197436807,
2022,4,197436818,
2022,41,197436824,
2022,41,197436832,
2022,41,197436834,
2022,41,197436836,
2022,41,197436848,
2022,21,197436846,
2022,31,197436849,
2022,41,197436850,
2022,41,197436851,
2022,41,197436856,
2022,41,197436855,
2022,41,197436858,
2022,41,197436863,
2022,41,197436869,
2022,41,197436885,
2022,21,197436888,
2022,41,197436889,
2022,41,197436892,
2022,41,197436893,
2022,3,197436894,
2022,41,197436900,
2022,38,197436897,
2022,41,197436902,
2022,38,197436903,
2022,41,197436912,
2022,41,197436915,
2022,41,197436918,
2022,41,197436921,
2022,41,197436924,
2022,41,197436925,
2022,42,197436930,
2022,41,197436935,
2022,41,197436937,
2022,41,197436943,
2022,38,197436944,
2022,5,197436942,
2022,41,197436945,
2022,41,197436947,
2022,41,197436948,
2022,41,197436949,
2022,41,197436951,
2022,42,197436954,
2022,41,197436958,
2022,1,197436962,
2022,41,197436963,
2022,38,197436964,
2022,41,197436965,
2022,1,197436967,
2022,42,197436971,
2022,32,197436970,
2022,41,197436969,
2022,41,197436972,
2022,41,197436976,
2022,31,197436983,
2022,41,197436996,
2022,38,197436999,
2022,41,197437001,
2022,41,197437010,
2022,5,197437020,
2022,41,197437036,
2022,41,197437040,
2022,41,197437047,
2022,21,197437049,
2022,41,197437051,
2022,42,197437056,
2022,41,197437060,
2022,41,197437074,
2022,41,197437075,
2022,41,197437078,
2022,21,197437085,
2022,41,197437091,
2022,31,197437090,
2022,41,197437093,
2022,1,197437095,
2022,41,197437101,
2022,42,200818126,
2022,41,197437106,
2022,41,197437110,
2022,3,197449308,
2022,41,197449305,
2022,41,197449318,
2022,42,197449648,
2022,41,197449327,
2022,41,197449330,
2022,41,197449333,
2022,41,197449345,
2022,41,197449350,
2022,41,197449349,
2022,41,197449351,
2022,41,197449362,
2022,41,197449366,
2022,38,197449366,
2022,41,197449370,
2022,41,197449376,
2022,42,197449381,
2022,41,197449379,
2022,41,197449382,
2022,42,197449383,
2022,21,197449386,
2022,2,197449400,
2022,41,197449401,
2022,38,197449411,
2022,41,197449410,
2022,31,197449413,
2022,41,197449419,
2022,41,197449421,
2022,41,197449429,
2022,41,197449436,
2022,41,197449437,
2022,41,197449445,
2022,41,197449449,
2022,41,197449452,
2022,41,197449455,
2022,41,197449454,
2022,41,197449463,
2022,41,197449467,
2022,42,200793405,
2022,41,197449473,
2022,41,200793407,
2022,41,197449477,
2022,42,200818128,
2022,41,197449478,
2022,21,200793416,
2022,41,197449485,
2022,41,197449487,
2022,39,197449496,
2022,41,197449489,
2022,41,197449498,
2022,21,200793418,
2022,41,197449499,
2022,41,197449500,
2022,41,197449503,
2022,41,200793434,
2022,41,197449504,
2022,41,197449508,
2022,41,197449509,
2022,38,197449510,
2022,41,197449511,
2022,38,200793463,
2022,3,197449528,
2022,31,197449533,
2022,38,197449533,
2022,42,197449534,
2022,38,197449535,
2022,41,197449541,
2022,41,197449543,
2022,41,197449552,
2022,41,197449555,
2022,38,200793468,
2022,41,197449559,
2022,39,200793470,
2022,38,200793476,
2022,41,197449566,
2022,38,197449571,
2022,41,200793489,
2022,41,197449575,
2022,42,197449577,
2022,42,200793490,
2022,42,200793510,
2022,21,197449586,
2022,41,200793527,
2022,41,197449594,
2022,38,197449599,
2022,42,200793532,
2022,38,200793548,
2022,42,200793639,
2022,41,197449603,
2022,41,197449606,
2022,21,197449604,
2022,41,197449607,
2022,41,197449610,
2022,41,197449612,
2022,41,197449613,
2022,41,197449616,
2022,41,197449617,
2022,41,197449619,
2022,42,200793688,
2022,41,197449624,
2022,41,197449623,
2022,32,197449627,
2022,41,197449626,
2022,41,197449631,
2022,42,197449632,
2022,41,197449630,
2022,41,197449635,
2022,1,197449634,
2022,41,197449636,
2022,42,197449637,
2022,41,197449638,
2022,41,197449641,
2022,41,197449642,
2022,41,197449644,
2022,41,197449645,
2022,1,197449646,
2022,41,197449653,
2022,41,197449654,
2022,41,197449668,
2022,41,197449670,
2022,41,197449669,
2022,41,197449671,
2022,41,197449674,
2022,41,197449675,
2022,38,197449675,
2022,41,197449677,
2022,41,197449676,
2022,41,197449678,
2022,41,197449683,
2022,41,197449679,
2022,41,197449687,
2022,41,197449691,
2022,41,197449690,
2022,42,197449699,
2022,41,197449700,
2022,41,197449701,
2022,41,197449704,
2022,41,197449709,
2022,41,197449717,
2022,41,197449716,
2022,1,197449728,
2022,3,197449729,
2022,1,197449745,
2022,21,197449744,
2022,21,197449753,
2022,31,197449756,
2022,41,197449757,
2022,21,197449763,
2022,41,197449760,
2022,3,197449774,
2022,3,197449775,
2022,41,197449778,
2022,1,197449782,
2022,41,197449790,
2022,41,197449797,
2022,38,197449798,
2022,1,197449801,
2022,42,197449803,
2022,41,197449805,
2022,42,197449808,
2022,21,197449811,
2022,41,197449848,
2022,41,197449849,
2022,41,197449862,
2022,41,197449878,
2022,41,197449897,
2022,41,197449898,
2022,42,200793731,
2022,41,197449905,
2022,1,197449912,
2022,41,197449908,
2022,41,197449909,
2022,41,197449914,
2022,1,197449921,
2022,41,197449922,
2022,38,197449928,
2022,41,197449923,
2022,41,197449931,
2022,41,197449939,
2022,41,197449934,
2022,32,197449942,
2022,41,197449950,
2022,41,197449956,
2022,42,197449961,
2022,41,197449963,
2022,41,197449971,
2022,38,197449972,
2022,41,197449980,
2022,41,197449981,
2022,41,197449989,
2022,41,197450006,
2022,21,197450008,
2022,41,197450007,
2022,38,197450013,
2022,42,197450016,
2022,41,197450019,
2022,31,197450021,
2022,41,197450023,
2022,41,197450027,
2022,38,197450028,
2022,1,197450034,
2022,41,197450043,
2022,38,197450050,
2022,41,197450051,
2022,41,197450052,
2022,1,197450064,
2022,21,197450066,
2022,41,197450073,
2022,42,197450077,
2022,21,197450079,
2022,31,197450079,
2022,42,200793749,
2022,41,197450092,
2022,42,200793799,
2022,41,197450094,
2022,41,200793837,
2022,41,197450101,
2022,38,197450103,
2022,41,197450128,
2022,41,200793840,
2022,38,200793841,
2022,41,200793845,
2022,41,197450107,
2022,41,197450109,
2022,42,200793855,
2022,3,197450114,
2022,41,197450115,
2022,41,197450122,
2022,41,197450141,
2022,41,197450143,
2022,41,197450156,
2022,41,197450158,
2022,41,197450161,
2022,38,197450164,
2022,41,197450165,
2022,41,197450166,
2022,41,197450169,
2022,32,197450171,
2022,41,197450172,
2022,41,197450175,
2022,41,197450177,
2022,41,197450179,
2022,41,197450178,
2022,21,197450182,
2022,41,197450184,
2022,41,197450183,
2022,41,197450185,
2022,41,197450186,
2022,1,197450204,
2022,41,197450205,
2022,41,197450212,
2022,41,197450222,
2022,41,197450225,
2022,41,197450241,
2022,41,197450240,
2022,42,197450257,
2022,1,197450258,
2022,41,197450259,
2022,3,197450264,
2022,3,197450265,
2022,42,197450262,
2022,41,197450284,
2022,1,197450287,
2022,21,197450297,
2022,41,197450304,
2022,41,197450310,
2022,41,197450311,
2022,42,197451880,
2022,41,197450320,
2022,41,197450319,
2022,41,197450323,
2022,41,197450324,
2022,1,197450330,
