data_year,suspect_using_id,offense_id
2022,4,201781821
2022,4,201781776
2022,4,201763326
2022,4,201782527
2022,4,201781772
2022,4,201782367
2022,4,201783061
2022,3,201783060
2022,4,201781829
2022,4,201763630
2022,4,201763325
2022,4,201763633
2022,4,201763634
2022,4,201781779
2022,4,201763324
2022,4,201763491
2022,4,197447470
2022,4,197447467
2022,4,201763519
2022,4,201763493
2022,4,201763498
2022,4,201763499
2022,3,197447468
2022,4,201763495
2022,4,201763496
2022,3,197447469
2022,4,201763494
2022,4,201763381
2022,4,201763500
2022,4,201763523
2022,4,201763380
2022,4,201763497
2022,4,201763685
2022,4,201782529
2022,4,201781926
2022,4,201781827
2022,4,201763414
2022,3,201782007
2022,4,201763301
2022,4,201781767
2022,2,201782613
2022,4,201781775
2022,4,201781783
2022,4,201843704
2022,4,201843705
2022,4,201782644
2022,4,201849110
2022,4,197447471
2022,4,197447472
2022,4,197447473
2022,3,197447474
2022,3,197447475
2022,4,197447476
2022,4,197447477
2022,4,197447478
2022,4,197447480
2022,4,197447481
2022,4,197447479
2022,4,197447482
2022,4,197447483
2022,4,197447484
2022,4,201781825
2022,4,201763455
2022,4,201763456
2022,4,201782065
2022,4,201763453
2022,4,201763454
2022,4,201781828
2022,4,201783681
2022,4,197441468
2022,4,201763705
2022,4,201763706
2022,4,201781824
2022,4,201848775
2022,4,197447379
2022,3,197447380
2022,3,197447381
2022,4,197447382
2022,4,197447383
2022,4,197447384
2022,4,201781847
2022,4,197447385
2022,4,197447386
2022,4,197447387
2022,3,201783309
2022,4,197447388
2022,4,201783073
2022,3,197436401
2022,3,197436402
2022,4,201782067
2022,3,197436403
2022,4,201781774
2022,4,197447389
2022,4,201843724
2022,4,197441472
2022,4,201781784
2022,1,197447391
2022,4,201763315
2022,4,197447390
2022,4,197441476
2022,4,201781777
2022,4,201782468
2022,4,201783312
2022,3,201843193
2022,1,197447392
2022,4,197436404
2022,4,197447393
2022,4,197447394
2022,3,197447395
2022,3,197447396
2022,4,197447398
2022,4,197447397
2022,4,197447399
2022,4,197447400
2022,4,197447401
2022,1,197447402
2022,3,197447402
2022,1,197447403
2022,3,197447403
2022,1,197447404
2022,3,197447404
2022,4,197447405
2022,4,197447406
2022,4,197447407
2022,4,197447408
2022,4,197447410
2022,4,190986369
2022,4,197447411
2022,4,201782191
2022,4,201782192
2022,4,201781780
2022,4,201763957
2022,4,201763372
2022,4,201848432
2022,4,201781856
2022,3,201763757
2022,3,201763758
2022,4,201782634
2022,4,201763287
2022,4,201763288
2022,4,201781778
2022,4,201781781
2022,4,201782394
2022,4,201764003
2022,4,201783256
2022,4,201763833
2022,4,197447412
2022,4,201782069
2022,4,197447413
2022,4,201764007
2022,4,197441478
2022,4,201782754
2022,4,197447414
2022,4,201782070
2022,4,197436405
2022,4,201784419
2022,4,197447415
2022,4,197447416
2022,4,197447418
2022,4,197447417
2022,4,197441481
2022,4,197441482
2022,4,197447419
2022,4,197447421
2022,4,197447420
2022,4,197447422
2022,3,197447423
2022,3,197447424
2022,4,197447425
2022,4,197447522
2022,1,197447523
2022,4,197447524
2022,4,197451177
2022,4,197447525
2022,4,197447526
2022,4,197441486
2022,3,197447528
2022,3,197447529
2022,4,197447527
2022,4,197447530
2022,4,197436406
2022,4,197447531
2022,4,201782075
2022,4,201763708
2022,4,201781833
2022,4,201782071
2022,1,201843695
2022,4,201848895
2022,4,201763845
2022,4,201784459
2022,3,201837771
2022,4,197451179
2022,4,201763934
2022,4,201763935
2022,4,201763846
2022,4,201763847
2022,3,201848880
2022,4,197451180
2022,1,197447532
2022,3,197447535
2022,3,197447536
2022,4,197441490
2022,4,197441491
2022,3,197447537
2022,3,197447538
2022,4,197447540
2022,4,197447539
2022,4,197436407
2022,4,197447541
2022,4,197447542
2022,3,197447543
2022,3,197447544
2022,4,197447546
2022,4,197447547
2022,4,197447548
2022,4,197447549
2022,4,197447550
2022,4,197447551
2022,4,197447552
2022,3,197447553
2022,3,197447554
2022,3,197447555
2022,3,197447558
2022,3,197447559
2022,3,197447556
2022,3,197447557
2022,4,197447562
2022,4,197447563
2022,4,197447560
2022,4,197447561
2022,4,197441494
2022,4,197441495
2022,4,201781823
2022,4,201763349
2022,4,201763292
2022,4,201782803
2022,4,201763709
2022,4,201781782
2022,4,201763395
2022,4,201783285
2022,4,201847878
2022,4,197447566
2022,3,197441498
2022,3,197441499
2022,3,197447567
2022,3,197447568
2022,4,197447564
2022,4,197447565
2022,4,201782072
2022,4,201782073
2022,4,201783066
2022,4,201783067
2022,4,201763290
2022,4,201763291
2022,4,201763559
2022,3,201763694
2022,3,201763662
2022,4,201847312
2022,4,197451181
2022,3,197447571
2022,3,197447569
2022,3,197447570
2022,4,197447572
2022,1,197447573
2022,4,197447574
2022,4,197447575
2022,3,197447576
2022,3,197447577
2022,1,197447578
2022,4,197447579
2022,3,197447580
2022,3,197447581
2022,4,197447583
2022,4,197447584
2022,4,197447585
2022,4,197447582
2022,3,197447586
2022,3,197447587
2022,3,197447588
2022,3,197447589
2022,4,197447590
2022,1,197447591
2022,4,197447592
2022,1,197447593
2022,3,197447595
2022,3,197447596
2022,2,197447597
2022,4,197447598
2022,4,197447601
2022,4,197447599
2022,4,197447600
2022,4,197447602
2022,4,197447603
2022,1,197447604
2022,4,197447605
2022,4,197447606
2022,4,197447607
2022,4,197436408
2022,4,197447609
2022,4,197447608
2022,4,197447611
2022,4,197447610
2022,4,197447614
2022,4,197447615
2022,4,197447612
2022,4,201781719
2022,4,201781785
2022,4,201763296
2022,4,201783245
2022,4,201763364
2022,4,201782074
2022,4,201763270
2022,3,201763272
2022,4,201763269
2022,4,201781786
2022,4,201763994
2022,4,201848104
2022,4,201763285
2022,4,201763286
2022,4,201763274
2022,4,201782076
2022,4,201763398
2022,3,201783049
2022,4,201763789
2022,3,201763441
2022,1,201763318
2022,3,201763275
2022,3,201763276
2022,4,201763672
2022,4,201763365
2022,3,201763298
2022,3,201763299
2022,3,201763300
2022,4,201763911
2022,3,201763277
2022,3,201763278
2022,4,201763912
2022,3,201763289
2022,4,201763906
2022,3,201763907
2022,4,201763916
2022,4,201763913
2022,4,201763909
2022,4,201763910
2022,4,201763917
2022,4,201763918
2022,3,201763302
2022,3,201763303
2022,3,201763307
2022,3,201763308
2022,4,201763954
2022,4,201763908
2022,4,201763284
2022,1,201763310
2022,4,201763279
2022,1,201763283
2022,3,201763280
2022,4,201763314
2022,4,201781922
2022,4,201781923
2022,4,201763955
2022,4,201763343
2022,4,201763281
2022,3,201763466
2022,4,201763282
2022,4,201763319
2022,4,201763320
2022,4,201763359
2022,4,201779474
2022,4,197447613
2022,4,197447616
2022,4,197447617
2022,4,201763958
2022,4,201763959
2022,4,201763360
2022,4,201763361
2022,4,201763344
2022,4,201763345
2022,3,201763346
2022,3,201782836
2022,3,201782837
2022,4,201763373
2022,4,201763294
2022,3,201780444
2022,4,197447619
2022,4,201763293
2022,4,197447620
2022,4,197447618
2022,3,197447625
2022,4,201763439
2022,4,201781002
2022,4,197447621
2022,4,201763330
2022,4,201763444
2022,4,201847836
2022,3,201763317
2022,4,201763332
2022,4,201763333
2022,4,201763335
2022,4,201763321
2022,3,201763323
2022,4,201763322
2022,4,201763376
2022,4,201763377
2022,4,201781177
2022,4,197449761
2022,4,197449762
2022,4,201782211
2022,4,201763348
2022,4,201782212
2022,4,201763371
2022,4,201763350
2022,3,201763351
2022,4,201763383
2022,4,201763352
2022,4,201763363
2022,4,201763397
2022,4,201763366
2022,4,201781677
2022,4,201763369
2022,4,201763367
2022,4,201763368
2022,4,201763374
2022,4,201763370
2022,4,201763391
2022,4,201782368
2022,4,201782369
2022,3,201763416
2022,4,201763399
2022,4,201763400
2022,4,201763378
2022,4,201763447
2022,4,201763375
2022,4,201763684
2022,3,201763379
2022,4,201763401
2022,4,201763389
2022,2,201782615
2022,4,201763419
2022,4,201763425
2022,4,201763428
2022,4,201763409
2022,4,201763457
2022,4,201763458
2022,4,201763420
2022,4,201763415
2022,4,201763459
2022,4,201763452
2022,4,201763659
2022,4,201763448
2022,4,201763449
2022,4,201846981
2022,4,201763430
2022,4,201763480
2022,4,201763431
2022,4,201763451
2022,4,201782181
2022,4,201763432
2022,4,201763433
2022,3,201763661
2022,4,201763434
2022,4,201763435
2022,4,201763436
2022,3,201763526
2022,4,201763437
2022,1,201763438
2022,4,201763450
2022,4,201779544
2022,4,201763471
2022,4,201763468
2022,4,201763467
2022,4,201763464
2022,4,201763465
2022,4,201763578
2022,4,201779433
2022,4,201763710
2022,4,201782207
2022,4,201763469
2022,4,201763470
2022,3,201763543
2022,3,201763544
2022,3,201781924
2022,4,201763490
2022,4,201763492
2022,4,201763501
2022,4,201763488
2022,4,201763502
2022,4,201782480
2022,4,201763663
2022,4,201763528
2022,4,201763504
2022,4,201763505
2022,3,201763529
2022,4,201763538
2022,4,201763547
2022,4,201763539
2022,4,201783054
2022,4,201763548
2022,1,201763549
2022,4,201782077
2022,4,201763968
2022,4,201763621
2022,4,201763550
2022,4,201763552
2022,4,201763553
2022,4,201763551
2022,3,201763546
2022,4,201763545
2022,4,201763554
2022,3,201763557
2022,3,201763558
2022,4,201763556
2022,4,201763579
2022,4,201763625
2022,4,201782705
2022,4,201782078
2022,4,201782079
2022,4,201763593
2022,4,201763679
2022,1,201763673
2022,3,201763673
2022,4,201763983
2022,4,201763585
2022,3,201763583
2022,3,201763584
2022,4,197447622
2022,4,201763582
2022,4,201763581
2022,4,201763594
2022,4,197447626
2022,4,201782092
2022,4,197447627
2022,4,201763680
2022,3,197447628
2022,4,201781822
2022,3,197447629
2022,3,197447630
2022,4,201782080
2022,4,197447631
2022,4,197447632
2022,4,201763669
2022,4,201763595
2022,4,201763670
2022,3,201763671
2022,3,201763596
2022,4,197447633
2022,4,197447634
2022,4,201763682
2022,4,197447638
2022,4,201763619
2022,4,197447637
2022,4,201763620
2022,4,197447636
2022,4,201763627
2022,4,197447645
2022,4,201763643
2022,4,197447641
2022,4,201763644
2022,4,197447644
2022,4,201763646
2022,3,197447642
2022,3,197447643
2022,4,201763857
2022,4,197447647
2022,4,197447648
2022,4,201763858
2022,4,201779383
2022,4,197447646
2022,4,197447653
2022,4,201763647
2022,4,197447652
2022,4,201763642
2022,4,197447649
2022,1,201763727
2022,4,197436409
2022,3,201763727
2022,4,201782196
2022,3,197447650
2022,3,197447651
2022,4,201763645
2022,3,197447655
2022,4,201763660
2022,3,197447656
2022,3,197447657
2022,4,201763690
2022,1,197447658
2022,4,201763691
2022,4,197447654
2022,4,201763667
2022,4,201763668
2022,4,197447659
2022,1,201763665
2022,4,197447660
2022,4,201763666
2022,4,197447661
2022,4,201763946
2022,4,197447663
2022,4,201763676
2022,4,197441502
2022,4,197441503
2022,4,201763674
2022,4,197447662
2022,4,201763675
2022,4,197447665
2022,3,201763980
2022,4,197447664
2022,3,201763981
2022,4,197447666
2022,3,201763982
2022,3,201763855
2022,4,197447667
2022,4,201763677
2022,3,197447669
2022,4,201763683
2022,4,197447668
2022,4,197447670
2022,4,201763678
2022,4,201783127
2022,4,201763681
2022,1,201763707
2022,4,201763688
2022,4,201763689
2022,4,201763693
2022,4,201763692
2022,1,201763698
2022,3,201763699
2022,4,201763700
2022,4,201763903
2022,4,201782916
2022,1,201763701
2022,4,201763704
2022,4,201763711
2022,4,201763712
2022,4,201781738
2022,4,201763928
2022,4,201763760
2022,4,201763713
2022,4,201763751
2022,1,201763715
2022,4,201763732
2022,4,201763730
2022,4,201763731
2022,4,201763722
2022,3,201763738
2022,3,201763739
2022,4,201763893
2022,4,201763947
2022,4,201763948
2022,4,201763949
2022,4,201763733
2022,4,201763734
2022,4,201763735
2022,4,201763895
2022,1,201763896
2022,4,201763897
2022,4,201763898
2022,1,201763736
2022,3,201763736
2022,1,201763737
2022,3,201763737
2022,4,201763740
2022,4,201764046
2022,4,201763749
2022,4,201763929
2022,4,201763752
2022,4,201763753
2022,3,201763750
2022,4,201763754
2022,4,201782180
2022,4,201763767
2022,4,201763768
2022,4,201763765
2022,4,201763766
2022,4,201763764
2022,4,201763899
2022,3,201782081
2022,4,201763788
2022,4,201763790
2022,4,201781518
2022,4,201781519
2022,4,201763807
2022,4,201782915
2022,3,201763853
2022,4,201763840
2022,4,201763841
2022,4,201763842
2022,4,201782276
2022,4,201763932
2022,4,201763834
2022,3,201782066
2022,4,201763902
2022,1,201763905
2022,4,201763927
2022,4,201763835
2022,4,201763837
2022,4,201763836
2022,4,201763838
2022,4,201763839
2022,3,201782392
2022,3,201782393
2022,4,201763843
2022,4,201763854
2022,4,201763900
2022,4,201763901
2022,3,201763856
2022,4,201782563
2022,3,201763904
2022,4,201763970
2022,4,201763933
2022,3,201763972
2022,3,201763973
2022,3,201763974
2022,4,201763931
2022,4,201763930
2022,4,201763944
2022,4,201763936
2022,4,201763937
2022,4,201763938
2022,4,201763942
2022,4,201763945
2022,3,201763987
2022,4,201763950
2022,4,201767667
2022,4,201763976
2022,4,201763951
2022,3,201763977
2022,3,201763978
2022,4,201763979
2022,4,201763952
2022,4,201781622
2022,4,201764064
2022,4,201764112
2022,4,201782206
2022,4,201763999
2022,1,201763985
2022,4,201763986
2022,4,201763988
2022,4,201763989
2022,4,201782898
2022,4,201764060
2022,4,201764008
2022,4,201764009
2022,4,201779319
2022,4,201764027
2022,4,201764037
2022,4,201764018
2022,3,201764010
2022,4,201766118
2022,4,201774404
2022,4,201764078
2022,4,201764097
2022,4,201781692
2022,4,201781693
2022,4,201764842
2022,4,201764889
2022,4,201764925
2022,4,201782082
2022,2,201767595
2022,4,201774527
2022,4,201767724
2022,4,201774604
2022,4,201774605
2022,4,201767553
2022,4,201781935
2022,4,201766025
2022,3,201781830
2022,1,201765950
2022,3,201774866
2022,3,201774867
2022,3,201766207
2022,3,201766208
2022,3,201775046
2022,4,197447672
2022,4,201782711
2022,4,201776266
2022,4,197447671
2022,4,201782336
2022,4,197447673
2022,4,201769136
2022,3,197447674
2022,4,201775266
2022,4,197447676
2022,4,197447675
2022,4,201767496
2022,3,197447678
2022,3,197447679
2022,3,201780625
2022,3,197447680
2022,3,201780626
2022,3,197447681
2022,4,201783299
2022,4,201769022
2022,4,201848099
2022,4,201781689
2022,3,201769575
2022,4,201773459
2022,4,201779623
2022,4,201770600
2022,4,201769262
2022,4,201775893
2022,4,201781690
2022,4,201775418
2022,4,201782482
2022,4,201775644
2022,4,201775983
2022,4,201781870
2022,4,201782707
2022,4,201776086
2022,4,201782486
2022,4,201776353
2022,4,201777970
2022,4,201777972
2022,4,201777855
2022,4,201782338
2022,4,201778795
2022,4,201781700
2022,4,201781722
2022,4,201781723
2022,4,201781727
2022,4,201779021
2022,4,201781341
2022,4,201781679
2022,4,201781691
2022,4,201781678
2022,4,201781680
2022,4,201781688
2022,3,201782003
2022,3,201781796
2022,4,201781682
2022,4,201781681
2022,4,201781683
2022,4,201781684
2022,4,201781685
2022,4,201781686
2022,4,201781687
2022,4,201781721
2022,4,201781726
2022,3,201781773
2022,4,201782737
2022,4,201781787
2022,4,201782748
2022,4,201782750
2022,4,201781788
2022,2,201782753
2022,3,201781831
2022,4,201782808
2022,4,201782257
2022,4,201782005
2022,3,201781887
2022,3,201781888
2022,4,201782892
2022,4,201782123
2022,4,201781936
2022,2,201781854
2022,4,201782992
2022,4,201783012
2022,4,201783013
2022,3,201781879
2022,4,201782809
2022,4,201782991
2022,4,201781876
2022,4,201782706
2022,4,201783007
2022,3,201781877
2022,3,201783015
2022,3,201783016
2022,4,201783011
2022,4,201781878
2022,4,201783002
2022,4,201783003
2022,4,201783006
2022,1,201781895
2022,4,201781896
2022,4,201845928
2022,4,190984919
2022,1,197447677
2022,1,197447682
2022,3,197447682
2022,1,197447683
2022,3,197447683
2022,4,197447684
2022,3,197447685
2022,3,197447686
2022,3,197447687
2022,4,197447688
2022,4,197447689
2022,4,197447690
2022,4,197447692
2022,3,197447691
2022,4,197447693
2022,3,201781903
2022,3,201781904
2022,3,201781880
2022,4,201783009
2022,4,201781882
2022,4,201781994
2022,4,201781995
2022,4,201781919
2022,4,201782887
2022,4,201781997
2022,4,201782035
2022,4,201845929
2022,4,197447694
2022,4,197447695
2022,4,201782483
2022,4,201782484
2022,4,201781957
2022,4,201781927
2022,4,201781928
2022,4,201782102
2022,4,201843777
2022,4,197436410
2022,4,197436411
2022,4,197447696
2022,4,197447697
2022,4,197436412
2022,4,197436413
2022,4,197447698
2022,4,197447699
2022,1,197447700
2022,4,197449873
2022,4,197447701
2022,4,197447702
2022,4,197447703
2022,4,197447704
2022,4,197447705
2022,4,197447706
2022,4,197447707
2022,1,197447710
2022,4,197447708
2022,4,197447709
2022,4,197447714
2022,4,197449886
2022,4,197447715
2022,4,197447711
2022,4,201843780
2022,4,197447712
2022,4,197447713
2022,4,197447716
2022,3,197447718
2022,4,201782564
2022,3,197447719
2022,4,197447717
2022,4,201845933
2022,3,197447720
2022,3,197447721
2022,4,197447722
2022,4,197447723
2022,4,197447726
2022,3,197447724
2022,3,197447725
2022,4,197447727
2022,4,197447729
2022,4,197447728
2022,4,197447730
2022,4,197447733
2022,4,197447732
2022,4,197447735
2022,4,197447734
2022,3,197447736
2022,3,197447737
2022,3,197447738
2022,3,197447739
2022,1,197447740
2022,3,197447740
2022,1,197447741
2022,3,197447741
2022,4,197447742
2022,4,197447744
2022,4,197447743
2022,4,197447745
2022,4,197447746
2022,4,197449936
2022,4,197447747
2022,4,197447748
2022,3,197447751
2022,3,197447752
2022,4,201782374
2022,4,201781911
2022,4,201781912
2022,4,201782054
2022,4,201845938
2022,4,201781925
2022,4,201781951
2022,4,201781947
2022,3,201845106
2022,4,197447749
2022,4,197447754
2022,4,197447755
2022,4,197447750
2022,4,197447756
2022,4,197447753
2022,3,197447757
2022,3,197447758
2022,4,197447759
2022,4,197447762
2022,4,197447761
2022,4,197447760
2022,4,197447763
2022,4,197447766
2022,4,197447767
2022,4,197447768
2022,3,197447764
2022,3,197447765
2022,4,197447769
2022,3,197447770
2022,3,197447771
2022,4,197447775
2022,3,197447772
2022,3,197447773
2022,3,197447776
2022,3,197447777
2022,4,197436414
2022,4,197449968
2022,4,197447778
2022,4,197447780
2022,1,197447779
2022,4,197447783
2022,4,197447782
2022,4,197447781
2022,4,197449975
2022,4,197449973
2022,4,197447784
2022,4,197447785
2022,4,197447786
2022,4,197449988
2022,4,197447790
2022,4,197447791
2022,3,197447788
2022,3,197447789
2022,3,197447794
2022,3,197447792
2022,3,197447793
2022,3,197447795
2022,3,197447796
2022,4,197447797
2022,4,197447798
2022,4,197447799
2022,4,197447800
2022,1,197447803
2022,4,197447801
2022,4,197447802
2022,2,197436415
2022,4,197447804
2022,4,197447805
2022,4,197447806
2022,4,197436416
2022,1,197447810
2022,3,197447810
2022,1,197447811
2022,3,197447811
2022,3,197447807
2022,3,197447808
2022,4,197447809
2022,4,201845941
2022,3,201782730
2022,4,201845943
2022,4,201843783
2022,4,201781932
2022,4,201781933
2022,4,201843698
