data_year,criminal_act_id,offense_id
2022,3,201763469
2022,6,201763469
2022,8,201763469
2022,3,201763470
2022,6,201763470
2022,8,201763470
2022,8,201763543
2022,8,201763544
2022,6,201781924
2022,9,201763490
2022,9,201763502
2022,9,201763528
2022,9,201763504
2022,9,201763505
2022,6,201763529
2022,9,201763547
2022,9,201763549
2022,9,201763550
2022,9,201763554
2022,6,201763557
2022,6,201763558
2022,9,201763556
2022,7,201763593
2022,9,201763679
2022,9,201763673
2022,6,201763583
2022,6,201763584
2022,9,201763582
2022,9,201763594
2022,9,201763595
2022,3,201763670
2022,6,201763670
2022,7,201763670
2022,3,201763671
2022,6,201763671
2022,7,201763671
2022,6,201763596
2022,6,201763644
2022,9,201763646
2022,9,201763858
2022,9,201763647
2022,9,201763727
2022,9,201782196
2022,9,201763660
2022,8,201763690
2022,8,201763691
2022,9,201763665
2022,7,201763980
2022,7,201763981
2022,7,201763982
2022,9,201763855
2022,9,201763677
2022,9,201763683
2022,9,201763707
2022,9,201763689
2022,9,201763693
2022,9,201763692
2022,6,201763699
2022,9,201782916
2022,9,201763701
2022,10,201763711
2022,9,201763713
2022,9,201763751
2022,9,201763715
2022,9,201763732
2022,9,201763730
2022,9,201763738
2022,6,201763739
2022,9,201763896
2022,9,201763897
2022,6,201763898
2022,9,201763737
2022,6,201763750
2022,6,201782180
2022,6,201763767
2022,6,201763768
2022,9,201782081
2022,9,201763807
2022,9,201782915
2022,6,201763853
2022,8,201763853
2022,9,201763834
2022,6,197447517
2022,6,201782066
2022,11,201763835
2022,9,201763837
2022,9,201763838
2022,9,201763839
2022,8,201782392
2022,8,201782393
2022,6,201763900
2022,6,201763856
2022,9,201782563
2022,6,201763904
2022,9,201763970
2022,6,201763972
2022,6,201763973
2022,9,201763974
2022,9,201763945
2022,6,201763987
2022,9,201763950
2022,6,201763976
2022,9,201763951
2022,6,201763977
2022,8,201763978
2022,9,201763979
2022,9,201763952
2022,9,201781622
2022,9,201764064
2022,9,201782206
2022,9,201763999
2022,9,201763985
2022,9,201763989
2022,9,201782898
2022,9,201764060
2022,6,201764010
2022,9,201774404
2022,9,201764078
2022,9,201782082
2022,9,201774527
2022,9,201767724
2022,9,201774604
2022,6,201774605
2022,9,201767553
2022,9,201766025
2022,8,201781830
2022,9,201765950
2022,6,201774866
2022,6,201774867
2022,6,201766207
2022,6,201766208
2022,3,201775046
2022,6,201775046
2022,9,201776266
2022,3,201780625
2022,3,201780626
2022,9,201783299
2022,2,201848099
2022,3,201848099
2022,6,201848099
2022,6,201769575
2022,9,201773459
2022,9,201779623
2022,9,201775418
2022,9,201782482
2022,8,201775644
2022,9,201781870
2022,9,201782486
2022,9,201776353
2022,9,201777970
2022,9,201781727
2022,6,197447518
2022,9,201781341
2022,9,201781691
2022,9,201781678
2022,9,201781680
2022,6,201782003
2022,6,201781796
2022,9,201781682
2022,9,201781726
2022,6,201781773
2022,9,201782737
2022,9,201781788
2022,6,201781831
2022,6,201781887
2022,6,201781888
2022,9,201781936
2022,9,201782992
2022,6,201781879
2022,9,201783007
2022,9,201781877
2022,6,201783015
2022,6,201783016
2022,3,201783011
2022,6,201783011
2022,9,201781895
2022,9,201845928
2022,3,197447519
2022,6,197447275
2022,6,197447276
2022,6,197447277
2022,6,201781903
2022,6,201781904
2022,6,201781880
2022,9,201783009
2022,9,201781882
2022,9,201781919
2022,9,201845929
2022,6,197447273
2022,6,197447274
2022,6,201782484
2022,8,201781928
2022,9,201782564
2022,9,201845933
2022,6,197436377
2022,9,201782374
2022,9,201781911
2022,9,201782054
2022,9,201781947
2022,8,201845106
2022,6,197436378
2022,6,197447283
2022,6,197447284
2022,9,201845941
2022,6,201782730
2022,9,201845943
2022,9,201781932
2022,9,201781933
2022,9,201843698
2022,9,201781929
2022,9,201846025
2022,6,197447286
2022,6,197447287
2022,9,201781937
2022,9,201782002
2022,9,201781948
2022,6,197436382
2022,9,201846350
2022,6,197447295
2022,9,201781970
2022,6,201781968
2022,9,201782020
2022,9,201781967
2022,9,201781969
2022,6,201782060
2022,6,201782061
2022,1,201782063
2022,9,201782034
2022,9,201782055
2022,6,201782736
2022,9,201782056
2022,9,201782059
2022,6,197447296
2022,8,201782710
2022,9,201782087
2022,9,201843734
2022,9,201846392
2022,9,201846402
2022,7,201846923
2022,8,197436386
2022,6,197447308
2022,6,197447309
2022,6,197447313
2022,9,201782093
2022,8,201845109
2022,8,201845110
2022,9,201782097
2022,6,201782095
2022,9,201782268
2022,9,201843692
2022,8,201782190
2022,1,201845101
2022,6,201845101
2022,1,201845102
2022,6,201845102
2022,9,201782096
2022,6,201782856
2022,6,201782104
2022,9,201782101
2022,9,201782108
2022,6,201782112
2022,9,201782115
2022,9,201782126
2022,9,201782250
2022,9,201782120
2022,9,201782251
2022,9,201782124
2022,9,201782122
2022,9,201782118
2022,9,201838685
2022,6,197447314
2022,6,197447312
2022,6,197447315
2022,6,197447316
2022,6,197447322
2022,6,197447334
2022,6,197447331
2022,6,197447333
2022,6,197447339
2022,6,197447340
2022,9,201782125
2022,6,197447347
2022,6,197447348
2022,8,201782708
2022,9,201782133
2022,6,197447353
2022,9,201782187
2022,6,201782203
2022,9,201782197
2022,9,201782758
2022,9,201782205
2022,9,201782662
2022,9,201782663
2022,9,201782247
2022,6,201782241
2022,9,201782240
2022,9,201782238
2022,9,201782252
2022,8,201782253
2022,9,201782670
2022,9,201782280
2022,9,201782307
2022,8,201782309
2022,8,201782310
2022,8,201782318
2022,6,201782283
2022,6,201782284
2022,9,201782258
2022,9,201782287
2022,6,201782671
2022,9,201782266
2022,6,201782265
2022,9,201782668
2022,6,201782289
2022,9,201782329
2022,8,201782270
2022,8,201782272
2022,8,201782273
2022,9,201782324
2022,9,201782308
2022,6,201782311
2022,9,201782673
2022,9,201782323
2022,6,201782295
2022,6,201782305
2022,9,201782332
2022,9,201782485
2022,9,201782330
2022,8,201782365
2022,9,201782347
2022,9,201782682
2022,9,201782512
2022,9,201782687
2022,9,201782694
2022,9,201782423
2022,6,197447354
2022,6,197436391
2022,9,201782363
2022,9,201782385
2022,9,201782433
2022,9,201782434
2022,6,201782692
2022,9,201782395
2022,6,201782429
2022,6,201782430
2022,6,201782426
2022,9,201782697
2022,9,201782528
2022,9,201782503
2022,8,201782481
2022,9,201782499
2022,9,201782500
2022,9,201782501
2022,1,201845919
2022,6,201845919
2022,8,201845919
2022,9,201782511
2022,9,201804316
2022,6,201782504
2022,1,201782530
2022,9,201782574
2022,9,201782507
2022,8,201782747
2022,9,201783252
2022,6,197436392
2022,8,201783253
2022,9,201837710
2022,9,201840076
2022,6,197447358
2022,6,197447361
2022,9,202953658
2022,6,197447362
2022,6,197441460
2022,6,197441461
2022,9,202953659
2022,6,190986408
2022,6,190986409
2022,6,202953662
2022,3,202953663
2022,6,197447371
2022,1,197447431
2022,3,202953664
2022,9,202953665
2022,9,202953667
2022,9,202953669
2022,9,202953670
2022,6,202953673
2022,6,202953674
2022,9,202953675
2022,3,202953679
2022,6,202953680
2022,9,202953687
2022,9,202953692
2022,6,202953693
2022,9,202953697
2022,9,202953698
2022,9,202953703
2022,9,202953704
2022,9,202953707
2022,6,197447431
2022,6,202953708
2022,6,202953709
2022,9,202953711
2022,9,202953715
2022,6,202953716
2022,9,202953717
2022,9,202953723
2022,9,202953725
2022,9,202953727
2022,14,202953731
2022,9,202953734
2022,9,202953739
2022,9,202953741
2022,9,202953745
2022,9,202953746
2022,9,202953749
2022,9,202953751
2022,9,202953754
2022,6,202953755
2022,9,202953763
2022,3,202953764
2022,9,202953768
2022,9,202953769
2022,9,202953771
2022,3,202953772
2022,1,202953774
2022,9,202953776
2022,9,202953777
2022,9,202953778
2022,9,202953786
2022,6,202953791
2022,6,202953792
2022,6,202953793
2022,6,202953795
2022,9,202953798
2022,9,202953799
2022,9,202953801
2022,9,202953803
2022,9,202953804
2022,9,202953810
2022,5,202953815
2022,9,202953818
2022,6,202953819
2022,6,202953820
2022,6,202953821
2022,9,202953822
2022,5,202953823
2022,9,202953826
2022,9,202953828
2022,9,202953830
2022,2,202953831
2022,9,202953833
2022,8,202953834
2022,9,202953835
2022,9,202953836
2022,6,202953845
2022,6,202953846
2022,9,202953849
2022,9,202953852
2022,9,202953853
2022,8,202953855
2022,9,202953857
2022,9,202953858
2022,9,202953861
2022,9,202953870
2022,9,202953874
2022,9,202953884
2022,9,202953886
2022,9,202953887
2022,9,202953888
2022,9,202953894
2022,6,197447432
2022,9,202952306
2022,6,197436395
2022,6,197447437
2022,6,197447438
2022,6,197447439
2022,9,202952307
2022,9,202952308
2022,6,202952309
2022,6,202952310
2022,6,202952311
2022,9,202952312
2022,9,202953905
2022,9,202952313
2022,9,202952314
2022,3,202952315
2022,9,202953910
2022,9,202952466
2022,6,197447440
2022,6,202953911
2022,6,197447441
2022,6,197447442
2022,2,197447452
2022,2,197447453
2022,6,197447454
2022,6,197447455
2022,6,197441464
2022,3,202953539
2022,3,202953912
2022,3,202953913
2022,3,202953914
2022,8,202953915
2022,3,202953541
2022,3,202953542
2022,3,202953543
2022,3,202953544
2022,9,202953945
2022,6,202952244
2022,6,197441465
2022,7,197447520
2022,3,197447521
2022,6,197447521
2022,6,197436397
2022,6,200793363
2022,6,197447464
2022,3,197447465
2022,6,197447465
2022,6,197436399
2022,6,197436400
2022,7,197436400
2022,6,190593368
2022,6,197447468
2022,6,200793364
2022,6,197447469
2022,6,200793365
2022,6,200793392
2022,6,200793393
2022,6,197447471
2022,6,200793396
2022,9,200793397
2022,9,200793398
2022,6,200793926
2022,1,197447472
2022,3,197447472
2022,3,200793399
2022,9,200793402
2022,9,200818123
2022,6,197447472
2022,9,200818124
2022,6,197447474
2022,6,197447475
2022,6,197447380
2022,6,197447381
2022,9,200793405
2022,9,200793407
2022,9,200818128
2022,6,200793411
2022,6,200818139
2022,6,200793416
2022,6,200793417
2022,6,200793418
2022,6,200793419
2022,6,200793420
2022,6,200793422
2022,6,200793430
2022,6,200793432
2022,6,200793374
2022,6,200793375
2022,6,200793376
2022,9,200793434
2022,6,200793453
2022,6,197447382
2022,6,197447383
2022,3,200793382
2022,6,200793383
2022,6,200793458
2022,6,200793914
2022,6,200793915
2022,6,200793459
2022,6,200793460
2022,6,200793461
2022,6,197436401
2022,9,200793463
2022,6,200793916
2022,6,197436403
2022,6,200793465
2022,6,200793466
2022,6,200793467
2022,9,200793468
2022,9,200793470
2022,6,200793471
2022,9,200793476
2022,6,200793480
2022,6,200793481
2022,6,200793482
2022,6,200793483
2022,6,200793484
2022,6,200793485
2022,9,200793489
2022,6,200793492
2022,6,200793387
2022,6,200793388
2022,6,200793494
2022,6,200793507
2022,6,200793514
2022,6,200793516
2022,6,197447395
2022,6,197447396
2022,6,200793519
2022,9,200793523
2022,9,200793527
2022,9,200793532
2022,9,200793548
2022,6,200793561
2022,6,200793588
2022,6,200793608
2022,6,200793613
2022,6,200793618
2022,6,200793619
2022,6,200793623
2022,6,200793624
2022,6,200793629
2022,6,200793630
2022,9,200793639
2022,9,200793688
2022,9,200793731
2022,9,200793749
2022,6,200793758
2022,6,200793790
2022,9,200793799
2022,6,200793821
2022,6,200793822
2022,6,200793823
2022,9,200793837
2022,6,197447403
2022,6,197447404
2022,9,200793840
2022,9,200793841
2022,9,200793845
2022,9,200793855
2022,6,197447413
2022,6,200793857
2022,6,200793858
2022,9,200793859
2022,9,200793860
2022,9,200793861
2022,6,200793372
2022,6,200793872
2022,6,200793873
2022,6,200793874
2022,6,200793884
2022,9,200793888
2022,6,200793889
2022,9,200793898
2022,6,200793917
2022,6,200793918
2022,6,200793904
2022,6,200793906
2022,9,200793909
2022,6,200793377
2022,6,200793378
2022,6,200793373
2022,6,200818159
2022,9,200818162
2022,6,197441478
2022,6,200818163
2022,6,200818167
2022,6,200818168
2022,6,200818170
2022,6,200818171
2022,9,200818177
2022,9,200818182
2022,9,200818185
2022,9,200818187
2022,9,200818188
2022,6,200818189
2022,6,200818191
2022,6,200818192
2022,6,200818193
2022,6,200818217
2022,1,200818204
2022,6,200818227
2022,6,200818229
2022,6,200818230
2022,9,200793929
2022,6,200818236
2022,6,200818240
2022,6,200818242
2022,9,200818243
2022,9,200818244
2022,9,200818248
2022,3,197441481
2022,6,197441481
2022,8,197441482
2022,9,200793931
2022,6,200818249
2022,6,197447423
2022,6,197447424
2022,9,200818148
2022,9,200818206
2022,9,202422954
2022,6,197447528
2022,6,197447529
2022,6,197447535
2022,6,197447536
2022,3,197441490
2022,6,197441490
2022,8,197441491
2022,9,202422955
2022,9,200757025
2022,6,197447537
2022,6,197447538
2022,9,190988595
2022,6,197447543
2022,6,197447544
2022,9,190988596
2022,9,190988599
2022,9,190988601
2022,9,190988602
2022,9,190988603
2022,9,190988604
2022,9,190988605
2022,8,190988610
2022,9,190988612
2022,7,190988615
2022,9,190988623
2022,9,190988624
2022,9,190988626
2022,9,190988633
2022,9,190988635
2022,9,190988637
2022,9,190988639
2022,9,190988641
2022,9,190988642
2022,9,190988643
2022,9,190988644
2022,6,190988876
2022,6,190988877
2022,9,190988648
2022,9,190988651
2022,9,190988654
2022,9,190988664
2022,9,190988675
2022,9,190988676
2022,6,197447546
2022,9,190988680
2022,9,190988682
2022,9,190988683
2022,9,190988686
2022,9,190988687
2022,9,190988688
2022,9,190988689
2022,6,190988711
2022,9,190988717
2022,9,190988718
2022,9,190988727
2022,9,192842986
2022,6,197447547
2022,3,197447548
2022,9,190988731
2022,6,190988736
2022,9,190988737
2022,9,190988744
2022,9,190988750
2022,9,190988752
2022,9,190988754
2022,9,190988755
2022,9,190988758
2022,9,190988760
2022,9,190988761
2022,9,190988764
2022,9,190988775
2022,6,190988776
2022,9,190988787
2022,6,190988788
2022,6,190988792
2022,9,190988794
2022,9,190988800
2022,9,190988801
2022,8,190988809
2022,9,190988813
2022,9,190988814
2022,9,190988818
2022,6,197447548
2022,9,190988822
2022,6,190988824
2022,9,190988830
2022,9,190988833
2022,8,190988834
2022,6,190988840
2022,6,190988841
2022,9,190988845
2022,9,190988847
2022,9,190988850
2022,9,190988879
2022,9,190988882
2022,6,190988887
2022,9,190988889
2022,9,190988891
2022,9,190988898
2022,9,190988903
2022,9,190988905
2022,9,190988907
2022,6,190988908
2022,9,190988909
2022,9,190988910
2022,9,190988912
2022,9,190988915
2022,7,190988916
2022,9,190988917
2022,9,190988920
2022,9,190988921
2022,9,190988924
2022,9,190988928
2022,3,190988933
2022,6,190988942
2022,9,190988943
2022,9,190988945
2022,9,190988950
2022,9,190988957
2022,6,197447553
2022,9,190988959
2022,9,190988961
2022,6,197447554
2022,6,197447555
2022,6,190988962
2022,9,190988969
2022,8,190988971
2022,8,190988972
2022,9,190988973
2022,9,190988976
2022,9,190988977
2022,9,190988978
2022,9,190988981
2022,9,190988989
2022,9,190988990
2022,9,190988996
2022,9,190988999
2022,9,190989000
2022,9,190989001
2022,9,190989002
2022,9,190989010
2022,9,190989011
2022,9,192842987
2022,8,190989022
2022,9,190989023
2022,9,190989026
2022,9,190989027
2022,9,190989030
2022,9,190989031
2022,6,190989034
2022,9,190989035
2022,9,190989038
2022,9,190989041
2022,9,190989043
2022,9,190989045
2022,9,190989047
2022,9,190989048
2022,6,190989055
2022,9,190989057
2022,9,190989059
2022,9,190989062
2022,8,190989063
2022,9,190989064
2022,6,190989065
2022,9,190989067
2022,9,190989075
2022,9,190989080
2022,6,190989084
2022,9,190989086
2022,9,190989089
2022,9,190989107
2022,9,190989108
2022,9,190989111
2022,4,190989112
2022,9,190989120
2022,9,190989127
2022,5,190989130
2022,9,190989131
2022,9,190989132
2022,6,190989133
2022,9,190989136
2022,9,190989141
2022,9,190989195
2022,9,190989198
2022,9,190989199
2022,9,190989201
2022,9,190989203
2022,6,197447558
2022,3,190989204
2022,6,190989205
2022,9,190989211
2022,9,190989215
2022,9,190989216
2022,6,190989224
2022,9,190989225
2022,9,190989226
2022,6,190989227
2022,9,190989231
2022,9,190989236
2022,9,190989237
2022,9,190989238
2022,9,190989239
2022,9,190989241
2022,6,190989244
2022,9,190989248
2022,9,190989249
2022,9,190989250
2022,9,190989251
2022,9,190989253
2022,9,190989256
2022,9,190989257
2022,9,190989270
2022,9,190989271
2022,9,190989282
2022,9,190989284
2022,9,190989285
2022,6,190989287
2022,9,190989288
2022,9,190989291
2022,9,190989293
2022,9,190989294
2022,9,190989298
2022,9,190989300
2022,9,190989304
2022,9,190989306
2022,9,190989307
2022,9,190989309
2022,9,190989314
2022,9,190989328
2022,6,197447559
2022,3,197447556
2022,6,197447557
2022,9,190989330
2022,9,190989336
2022,9,190989338
2022,9,190989339
2022,9,190989342
2022,6,190989343
2022,9,190989358
2022,9,190989359
2022,9,190989365
2022,9,190989366
2022,9,190989372
2022,9,190989374
2022,9,190989376
2022,9,190989377
2022,9,190989378
2022,9,190989379
2022,9,190989383
2022,9,190989386
2022,9,190989393
2022,9,190989396
2022,9,190989405
2022,8,190989428
2022,6,190989435
2022,9,190989444
2022,9,190989450
2022,9,190989460
2022,9,190989462
2022,9,190989485
2022,9,190989489
2022,9,190989500
2022,9,190989501
2022,9,190989505
2022,9,190989549
2022,9,190989555
2022,9,190989599
2022,3,197447560
2022,9,190989602
2022,8,190989178
2022,9,190989628
2022,9,190989633
2022,9,190989647
2022,9,190989670
2022,6,190989677
2022,6,190989678
2022,6,190989679
2022,9,190989697
2022,6,190989702
2022,9,190989705
2022,9,190989708
2022,9,190989711
2022,9,190989717
2022,9,190989724
2022,14,190989774
2022,9,190989775
2022,6,190989777
2022,9,190989778
2022,9,190989779
2022,6,190989780
2022,9,190989785
2022,14,190989787
2022,5,190989790
2022,9,190989797
2022,9,190989803
2022,9,190989804
2022,9,190989733
2022,5,190989806
2022,9,190989812
2022,9,190989813
2022,9,190989814
2022,9,190989828
2022,9,190989837
2022,9,190989838
2022,9,190989842
2022,9,190989843
2022,9,190989844
2022,9,190989846
2022,9,190989862
2022,9,190989863
2022,9,190989865
2022,9,190989867
2022,6,190989868
2022,9,190989869
2022,9,190989873
2022,9,190989878
2022,9,190989893
2022,3,197447561
2022,3,197441494
2022,9,190989894
2022,9,190989897
2022,9,190989898
2022,12,190989901
2022,9,190989911
2022,9,190989750
2022,9,190989918
2022,9,190989919
2022,9,190989921
2022,10,190989924
2022,10,190989925
2022,9,190989927
2022,9,190989928
2022,9,190989935
2022,9,190989936
2022,9,190989944
2022,9,190989945
2022,9,190989947
2022,9,190989948
2022,9,192842988
2022,9,190989950
2022,9,192842989
2022,9,190989959
2022,9,190989963
2022,9,190989966
2022,9,190989967
2022,9,190989976
2022,6,197441494
2022,8,197441495
2022,9,190989984
2022,9,190989988
2022,9,190989989
2022,9,190989997
2022,9,190990000
2022,9,190990004
2022,9,190990009
2022,9,190990010
2022,9,190990013
2022,9,190990019
2022,9,190990028
2022,9,190990030
2022,9,190990031
2022,9,190990040
2022,9,190990042
2022,9,190990044
2022,9,190990052
2022,9,190990055
2022,3,190990058
2022,9,190990059
2022,9,190990060
2022,9,190990061
2022,9,190990104
2022,9,190990115
2022,9,190990116
2022,6,190990121
2022,6,190990122
2022,6,190990123
2022,9,190990124
2022,9,190990068
2022,9,190990126
2022,3,190990128
2022,9,190990129
2022,9,190990132
2022,9,190990135
2022,9,190990137
2022,9,190990139
2022,9,190990142
2022,9,190990143
2022,9,190990155
2022,9,190990157
2022,9,190990162
2022,9,190990164
2022,9,190990167
2022,9,190990168
2022,9,190990174
2022,9,190990176
2022,9,190990079
2022,6,197441498
2022,9,190990184
2022,9,190990187
2022,3,190990190
2022,9,190990194
2022,9,190990195
2022,3,190990080
2022,9,190990207
2022,9,190990208
2022,9,190990212
2022,9,190990214
2022,9,190990215
2022,9,190990216
2022,9,190990218
2022,9,190990224
2022,9,190990226
2022,6,190990227
2022,6,190990228
2022,9,190990231
2022,9,190990233
2022,9,190990241
2022,9,190990250
2022,3,190990251
2022,3,190990253
2022,9,190990254
2022,9,190990256
2022,9,190990263
2022,9,190990267
2022,9,190990272
2022,3,190990274
2022,9,190990280
2022,9,190990281
2022,6,190990282
2022,3,190990284
2022,2,190990286
2022,9,190990292
2022,9,190990294
2022,9,190990295
2022,9,190990296
2022,7,190990299
2022,9,190990300
2022,9,190990301
2022,9,190990302
2022,9,190990314
2022,9,190990318
2022,9,190990320
2022,9,190990321
2022,9,190990325
2022,9,190990328
2022,9,190990335
2022,9,190989760
2022,9,190990337
2022,9,190990350
2022,6,197441499
2022,6,197447567
2022,9,190990352
2022,9,190990358
2022,6,190990359
2022,9,190990360
2022,9,190990373
2022,9,190990374
2022,9,190990375
2022,9,190990376
2022,9,190990380
2022,9,190990381
2022,9,190990390
2022,9,190990393
2022,9,190990445
2022,9,190990398
2022,9,190990451
2022,9,190990452
2022,6,190990453
2022,9,190990462
2022,9,190990464
2022,9,190990471
2022,6,190990472
2022,11,190990473
2022,9,190990474
2022,9,190990475
2022,9,190990476
2022,9,190990481
2022,9,190990482
2022,9,190990485
2022,9,190990489
2022,6,197447568
2022,9,190990500
2022,6,190990504
2022,9,190990506
2022,9,190990508
2022,9,190990510
2022,9,190990511
2022,9,190990512
2022,9,190990516
2022,14,190990518
2022,9,190990519
2022,9,190990526
2022,9,190990535
2022,9,190990544
2022,9,190990558
2022,9,190990561
2022,9,190990569
2022,9,190989187
2022,3,190990574
2022,9,190990577
2022,6,190990578
2022,9,190990582
2022,9,190990600
2022,9,190990605
2022,6,190990610
2022,9,190990614
2022,9,190990617
2022,9,190990620
2022,9,190990623
2022,9,190990633
2022,9,190990645
2022,9,190990646
2022,9,190988874
2022,6,190990655
2022,9,190990657
2022,6,197447571
2022,9,190990658
2022,6,197447569
2022,1,190990426
2022,9,190990672
2022,9,190990678
2022,9,190990682
2022,9,190990691
2022,6,190990694
2022,9,190990702
2022,9,190990705
2022,9,190990724
2022,1,190990727
2022,9,190990732
2022,9,190990736
2022,9,192842992
2022,9,192842995
2022,9,192843000
2022,6,192843001
2022,9,192843002
2022,9,192843004
2022,9,192843005
2022,9,192843006
2022,9,192843007
2022,6,192843008
2022,6,192843009
2022,9,192843013
2022,6,197447570
2022,9,190989766
2022,6,197447574
2022,9,192843022
2022,9,190990746
2022,9,192843025
2022,9,192843026
2022,9,192843034
2022,9,192843040
2022,9,192843043
2022,9,192843044
2022,9,192843047
2022,6,192843049
2022,9,192843053
2022,6,192843060
2022,9,192843069
2022,9,192843072
2022,9,192843073
2022,9,192843074
2022,9,192843075
2022,9,192843080
2022,9,192843085
2022,9,192843103
2022,9,192843105
2022,3,192843107
2022,9,192843112
2022,9,192843113
2022,9,192843114
2022,9,192843115
2022,9,192843118
2022,9,192843119
2022,9,192843120
2022,9,192843122
2022,6,192843126
2022,6,192843131
2022,9,192843133
2022,9,192843137
2022,9,192843141
2022,1,192843151
2022,1,192843152
2022,6,192843157
2022,6,192843158
2022,6,192843166
2022,9,192843167
2022,9,192843169
2022,9,192843172
2022,6,192843174
2022,6,192843183
2022,6,192843192
2022,6,192843193
2022,9,192843194
2022,9,192843209
2022,6,197447575
2022,6,197447576
2022,6,197447577
2022,9,192843216
2022,9,192843218
2022,9,192843222
2022,9,192843228
2022,9,192843232
2022,10,192843235
2022,9,192843237
2022,9,192843240
2022,6,192843241
2022,9,192843242
2022,9,192843243
2022,9,192843244
2022,9,192843245
2022,6,192843246
2022,9,192843249
2022,9,192843260
2022,9,192843263
2022,9,190989771
2022,9,192843266
2022,6,192843271
2022,9,192843274
2022,6,192843282
2022,6,192843283
