data_year,victim_id,injury_id
2022,187406864,2
2022,187406742,5
2022,187406865,4
2022,187406746,5
2022,187406744,4
2022,187406740,5
2022,187462982,5
2022,183086405,4
2022,183086407,5
2022,183086409,5
2022,183086412,5
2022,183086413,5
2022,183086415,5
2022,183086414,5
2022,183086417,5
2022,183086421,5
2022,183086427,5
2022,183086432,4
2022,183088415,5
2022,183086434,5
2022,187406747,5
2022,183086442,4
2022,183086443,5
2022,183086444,4
2022,183086446,4
2022,183086445,5
2022,187406754,4
2022,187406803,5
2022,187406813,5
2022,187407354,5
2022,187406821,4
2022,187407263,5
2022,187407264,5
2022,187406861,6
2022,187406854,4
2022,187406853,5
2022,187406866,5
2022,187406869,5
2022,187407270,5
2022,187406895,4
2022,187406920,5
2022,187406872,4
2022,187406901,4
2022,187406880,5
2022,187406881,5
2022,187407268,5
2022,187406944,5
2022,187406939,5
2022,187406921,4
2022,187407273,5
2022,187407274,5
2022,187406938,5
2022,187406947,4
2022,187407093,5
2022,187406945,5
2022,187406963,4
2022,187407283,5
2022,183086448,3
2022,187407117,5
2022,187407288,6
2022,187407295,5
2022,187407296,5
2022,187407032,5
2022,187407033,5
2022,187406979,4
2022,187406998,5
2022,187407042,5
2022,187407043,5
2022,187407005,5
2022,187407006,5
2022,187407299,4
2022,187407133,4
2022,187407109,5
2022,187407105,5
2022,187407106,5
2022,187407107,5
2022,187407116,5
2022,187428535,4
2022,183086461,5
2022,183086455,4
2022,187407179,5
2022,187407112,4
2022,187407844,5
2022,187464361,5
2022,183086472,5
2022,183086474,5
2022,183086477,4
2022,183075623,5
2022,183086486,5
2022,183086485,5
2022,183086491,5
2022,188577378,5
2022,183086497,5
2022,183086499,5
2022,183086500,5
2022,183086504,5
2022,183086506,5
2022,183086508,5
2022,183086509,5
2022,183086510,5
2022,183086513,4
2022,183086515,4
2022,183086526,5
2022,183086527,4
2022,183086535,4
2022,183086536,4
2022,188577379,5
2022,183086543,5
2022,183086544,5
2022,183086550,4
2022,183086555,4
2022,183086551,4
2022,188577383,5
2022,183086561,5
2022,183086563,5
2022,183086565,4
2022,188577385,5
2022,188577387,4
2022,188577388,6
2022,188577393,4
2022,188577403,4
2022,188577408,2
2022,188577413,5
2022,188577414,5
2022,188577415,5
2022,188577420,6
2022,188577421,6
2022,188577423,5
2022,188577425,5
2022,188577426,5
2022,188577438,5
2022,188577439,5
2022,188577441,5
2022,188577443,4
2022,188577451,4
2022,188577459,5
2022,188577463,2
2022,188577464,5
2022,188577470,5
2022,188577472,4
2022,188577484,5
2022,188577490,4
2022,188577491,3
2022,188577493,5
2022,188577498,4
2022,188577499,4
2022,188577500,4
2022,188577501,5
2022,188577502,5
2022,188577509,5
2022,188577518,5
2022,188577519,5
2022,188577521,4
2022,183086568,5
2022,183086569,5
2022,183086576,5
2022,183086577,5
2022,183086581,5
2022,188577522,7
2022,188577524,5
2022,188577537,5
2022,188577538,5
2022,188577541,2
2022,188577546,4
2022,183086584,5
2022,183086585,4
2022,183086589,4
2022,188577548,4
2022,183086596,5
2022,188577549,4
2022,188577551,4
2022,188577554,4
2022,188577555,5
2022,188577557,5
2022,188577558,4
2022,188577571,5
2022,183086603,5
2022,188577573,5
2022,188577574,5
2022,188577577,4
2022,188577578,4
2022,188577584,4
2022,188577594,5
2022,188577598,5
2022,188577607,5
2022,188577608,5
2022,188577610,5
2022,188577611,5
2022,188577612,5
2022,188577618,5
2022,188576031,6
2022,183086614,5
2022,183086615,5
2022,183086616,4
2022,183086617,4
2022,183086619,5
2022,183086618,4
2022,188576035,5
2022,188577629,5
2022,188576036,5
2022,183086628,5
2022,183086629,5
2022,188576037,4
2022,188577635,1
2022,183086640,5
2022,188576189,5
2022,186429154,5
2022,183086651,5
2022,183086654,5
2022,183086659,5
2022,183086666,5
2022,183086671,5
2022,183086685,5
2022,183086688,5
2022,183086692,4
2022,183086693,4
2022,183086695,4
2022,183086697,5
2022,183086702,5
2022,183086705,4
2022,183086715,4
2022,183086714,5
2022,183086717,5
2022,183086718,5
2022,183086727,5
2022,183086734,5
2022,183086739,5
2022,183086737,4
2022,183086740,5
2022,183086741,5
2022,183086742,5
2022,183086749,5
2022,183086755,5
2022,183086757,5
2022,183086760,5
2022,183086758,5
2022,183086759,5
2022,183086767,5
2022,183086768,5
2022,183086769,5
2022,183086772,5
2022,183086773,5
2022,183086774,4
2022,183086775,5
2022,183086779,5
2022,183086780,5
2022,183086781,4
2022,183086783,5
2022,183086782,5
2022,186429157,5
2022,183086786,4
2022,183086789,5
2022,183086791,4
2022,183086793,5
2022,183086801,5
2022,186454319,5
2022,183086803,5
2022,183086802,4
2022,183086804,5
2022,186454321,5
2022,186429160,5
2022,186429162,6
2022,186454322,5
2022,186429187,5
2022,183086809,4
2022,183086818,5
2022,183086825,5
2022,183086823,5
2022,186429207,5
2022,186429211,5
2022,186429213,5
2022,186429218,4
2022,186429228,6
2022,186429229,5
2022,186429247,5
2022,183086827,5
2022,183086835,5
2022,183086837,5
2022,183086838,5
2022,186429262,5
2022,186429266,5
2022,186429278,5
2022,186429359,5
2022,186429403,5
2022,186429441,5
2022,186429455,5
2022,186429500,5
2022,186429532,4
2022,186429535,4
2022,186429536,5
2022,186429539,5
2022,186429548,5
2022,186429551,4
2022,186429552,5
2022,186429553,4
2022,186429577,5
2022,186429589,5
2022,186429600,4
2022,186454356,4
2022,186454357,4
2022,186454377,5
2022,183086850,3
2022,183075633,5
2022,186454380,5
2022,186454382,5
2022,186454383,5
2022,186454437,5
2022,186454442,4
2022,183086866,5
2022,183086872,4
2022,183086874,5
2022,186454343,5
2022,183088734,5
2022,183086875,5
2022,188046605,5
2022,183086877,4
2022,183086879,5
2022,183086880,5
2022,183086895,5
2022,183086896,4
2022,183086900,5
2022,188046606,5
2022,188046607,5
2022,183086905,5
2022,183086903,5
2022,183086911,5
2022,183086912,5
2022,183086913,5
2022,183086914,5
2022,183086916,5
2022,183086920,5
2022,186393226,5
2022,183086924,5
2022,183086934,5
2022,183086936,5
2022,183086938,5
2022,183086941,4
2022,183086942,5
2022,178481467,5
2022,183086947,4
2022,183086949,4
2022,183086950,5
2022,183086952,4
2022,183086953,4
2022,176647898,5
2022,183086962,4
2022,183086963,5
2022,176647899,6
2022,176647902,5
2022,176647904,5
2022,176647905,5
2022,176647906,5
2022,176647907,4
2022,176647908,5
2022,176647909,6
2022,176647915,5
2022,176647928,5
2022,176647929,5
2022,176647931,5
2022,176647938,5
2022,176647940,5
2022,176647941,5
2022,176647943,6
2022,176647945,5
2022,176647946,5
2022,176647947,6
2022,176647948,5
2022,176647949,5
2022,176647953,4
2022,176647956,4
2022,176647957,5
2022,176647960,5
2022,176647970,5
2022,176647983,5
2022,183086972,5
2022,183086974,4
2022,176647984,5
2022,176647985,5
2022,176647986,5
2022,176647990,5
2022,176647992,5
2022,176647993,5
2022,176647996,5
2022,176647997,5
2022,176647998,2
2022,176647999,5
2022,176648000,5
2022,176648028,4
2022,176648029,6
2022,178481468,5
2022,183086978,5
2022,183086975,5
2022,183086976,5
2022,183086977,5
2022,183086984,5
2022,183086985,5
2022,183086989,5
2022,183086992,5
2022,183086990,4
2022,176648043,4
2022,176648049,4
2022,176648056,5
2022,176648062,4
2022,176648063,5
2022,176648065,4
2022,176648066,4
2022,176648069,6
2022,176648072,5
2022,176648073,5
2022,176648074,5
2022,176648077,4
2022,176648087,4
2022,176648088,5
2022,176648101,6
2022,176648107,4
2022,176648112,5
2022,176648113,5
2022,176648127,4
2022,176648131,4
2022,176648145,5
2022,176648148,5
2022,176648161,5
2022,176648164,4
2022,176648191,5
2022,183086993,5
2022,176648193,5
2022,176648198,5
2022,183086997,3
2022,183086998,5
2022,183087000,5
2022,183087002,5
2022,176648200,5
2022,176648206,5
2022,176648211,5
2022,176648212,5
2022,176648215,5
2022,176648216,5
2022,176648218,4
2022,176648220,4
2022,176648221,4
2022,176648223,4
2022,176648226,6
2022,176648228,5
2022,176648231,5
2022,176648232,3
2022,176648235,4
2022,183087012,5
2022,183087018,5
2022,176648236,5
2022,176648241,5
2022,176648254,5
2022,176648256,5
2022,176648261,4
2022,176648268,4
2022,176648270,4
2022,176648272,5
2022,176648278,4
2022,176648281,5
2022,176648283,8
2022,176648284,6
2022,176648285,4
2022,176648288,5
2022,176648295,4
2022,176648296,4
2022,176648297,4
2022,176648312,5
2022,176648314,4
2022,176648315,5
2022,176648316,5
2022,176648317,4
2022,176648325,4
2022,176648326,6
2022,178481469,5
2022,176648342,5
2022,176648345,5
2022,176648346,5
2022,176648347,4
2022,176648352,5
2022,176648359,5
2022,176648362,5
2022,176648363,5
2022,176648365,5
2022,176648366,5
2022,176648368,4
2022,176648370,4
2022,176648381,3
2022,176648383,1
2022,176648386,5
2022,176648388,4
2022,176648391,4
2022,176648405,4
2022,176648406,4
2022,176648410,5
2022,176648411,5
2022,176648412,5
2022,176648413,5
2022,176648415,5
2022,176648423,4
2022,176648444,5
2022,176648476,5
2022,176648483,4
2022,176648486,4
2022,176648487,5
2022,176648491,4
2022,176648496,5
2022,176648549,4
2022,176648552,5
2022,176648553,5
2022,176648555,5
2022,176648557,5
2022,176648566,4
2022,176648570,5
2022,176648571,5
2022,176648580,5
2022,176648581,4
2022,176648586,5
2022,176648587,5
2022,176648592,4
2022,176648593,5
2022,176648594,5
2022,176648595,5
2022,176648597,5
2022,176648598,4
2022,176648605,5
2022,176648606,5
2022,176648607,5
2022,176648608,4
2022,176648609,5
2022,176648610,4
2022,176648611,5
2022,176648613,4
2022,176648616,5
2022,176648617,4
2022,176648630,5
2022,183087028,5
2022,176648631,5
2022,183087027,5
2022,176648640,5
2022,183087029,5
2022,183087030,5
2022,183087031,5
2022,183087032,5
2022,183075645,5
2022,176648642,5
2022,183087038,5
2022,176648644,4
2022,183087035,4
2022,183087036,4
2022,176648645,4
2022,176648646,5
2022,176648648,5
2022,176648651,4
2022,176648654,2
2022,176648655,5
2022,176648663,5
2022,176648665,5
2022,176648669,4
2022,176648670,4
2022,176648672,5
2022,176648673,4
2022,176648674,4
2022,176648675,4
2022,176648681,5
2022,176648695,3
2022,176648695,4
2022,176648702,5
2022,176648704,4
2022,176648705,4
2022,176648707,5
2022,176648724,4
2022,176648725,5
2022,176648730,4
2022,176648736,5
2022,183087046,5
2022,176648737,4
2022,176648738,5
2022,176648741,5
2022,183087049,5
2022,183087050,5
2022,176648742,5
2022,176648743,5
2022,176648744,4
2022,176648749,5
2022,176648752,5
2022,176648759,5
2022,176648760,5
2022,176648763,5
2022,176648772,5
2022,176648811,5
2022,176648827,5
2022,176648829,5
2022,176648850,4
2022,176648865,4
2022,176648866,5
2022,176648867,4
2022,176648872,4
2022,176648916,5
2022,176648917,4
2022,176648918,4
2022,176648924,6
2022,176648970,4
2022,176648973,4
2022,176648999,4
2022,176649004,4
2022,176649019,5
2022,176649041,5
2022,176649064,4
2022,176649071,5
2022,176649074,4
2022,176649075,4
2022,176649079,6
2022,176649086,4
2022,176649087,4
2022,176649093,5
2022,176649144,4
2022,176649147,5
2022,176649148,5
2022,176649155,4
2022,176649167,5
2022,183087059,5
2022,183075647,5
2022,176649174,4
2022,183087063,4
2022,176649175,5
2022,176649102,4
2022,176649182,6
2022,176649183,4
2022,176649184,5
2022,176649199,4
2022,176649208,5
2022,176649209,4
2022,176649211,5
2022,176649212,5
2022,176649213,4
2022,176649214,4
2022,176649216,5
2022,176649233,5
2022,176649234,5
2022,176649236,5
2022,176649238,5
2022,176649240,5
2022,176649241,5
2022,176649245,5
2022,176649250,3
2022,176649251,5
2022,183087087,5
2022,183087089,4
2022,183087090,5
2022,183087091,5
2022,176649265,4
2022,176649268,5
2022,176649269,5
2022,183087097,5
2022,183087101,5
2022,183087103,5
2022,183087105,4
2022,183075654,5
2022,183088751,5
2022,183087110,5
2022,183087111,5
2022,176649271,5
2022,176649272,4
2022,176649119,5
2022,176649296,4
2022,176649297,4
2022,176649299,5
2022,176649302,4
2022,183087116,5
2022,176649305,5
2022,176649312,4
2022,176649313,4
2022,176649314,4
2022,176649321,4
2022,176649322,3
2022,176649324,4
2022,183087119,5
2022,183087123,5
2022,183087132,4
2022,183087134,5
2022,183087137,5
2022,176649325,5
2022,178481470,4
2022,176649327,5
2022,176649339,5
2022,183087141,5
2022,183087142,5
2022,183087145,5
2022,183087143,5
2022,176649340,5
2022,176649343,5
2022,176649344,5
2022,176649345,4
2022,176649346,5
2022,176649347,5
2022,176649356,5
2022,176649370,4
2022,176649374,5
2022,176649375,5
2022,176649385,5
2022,176649388,5
2022,176649392,4
2022,176649393,4
2022,183087144,5
2022,183087146,5
2022,183087147,5
2022,183087150,5
2022,183087148,4
2022,183087155,5
2022,183087156,5
2022,183087158,5
2022,183087160,5
2022,183075658,5
2022,176649398,4
2022,176649399,4
2022,176649400,5
2022,176649401,5
2022,176649402,5
2022,176649405,4
2022,176649406,4
2022,176649412,4
2022,176649423,4
2022,176649424,4
2022,176649426,4
2022,176649427,5
2022,176649428,5
2022,176649429,5
2022,176649430,5
2022,176649438,4
2022,176649440,4
2022,176649441,5
2022,176649443,3
2022,176649455,4
2022,183087169,5
2022,176649455,8
2022,176649458,5
2022,176649462,5
2022,176649463,5
2022,176649464,5
2022,176649508,5
2022,176649518,5
2022,176649519,4
2022,176649520,4
2022,176649527,4
2022,176649472,5
2022,176649528,5
2022,176649531,4
2022,176649534,5
2022,176649535,5
2022,176649540,5
2022,176649541,5
2022,176649543,5
2022,176649547,4
2022,176649548,4
2022,176649560,5
2022,176649562,4
2022,176649563,5
2022,176649566,6
2022,176649568,5
2022,176649569,5
2022,176649571,4
2022,176649572,4
2022,176649573,4
2022,176649579,5
2022,176649581,5
2022,176649589,5
2022,176649592,4
2022,176649599,4
2022,176649600,5
2022,176649611,5
2022,176649612,5
2022,176649616,5
2022,176649619,5
2022,183087172,5
2022,183087173,5
2022,183087177,5
2022,176649621,4
2022,183087179,5
2022,183087180,5
2022,176649622,5
2022,176649628,4
2022,176649630,5
2022,176649634,4
2022,176649637,5
2022,176649638,5
2022,176649645,5
2022,176649654,5
2022,176649658,4
2022,176649660,5
2022,176649671,5
2022,176649684,4
2022,176649685,4
2022,176649697,5
2022,176649699,5
2022,176649700,4
2022,176649701,4
2022,176649704,4
2022,176649705,5
2022,176649706,5
2022,176649707,4
2022,176649708,5
2022,176649720,5
2022,183087185,5
2022,183087186,4
2022,183087193,5
2022,183087194,4
2022,176649725,5
2022,176649726,4
2022,176649727,5
2022,176649728,5
2022,176649729,5
2022,176649734,5
2022,176649737,5
2022,176649129,4
2022,176649746,4
2022,176649759,5
2022,176649761,5
2022,176649767,5
2022,176649769,5
2022,176649784,5
2022,176649785,4
2022,176649786,5
2022,176649787,4
2022,176649788,3
2022,176649789,4
2022,176649790,5
2022,176649794,5
2022,176649795,5
2022,176649807,5
2022,176649808,5
2022,176649809,5
2022,176649858,4
2022,176649812,4
2022,176649864,4
2022,176649866,5
2022,176649875,4
2022,176649876,5
2022,176649878,5
2022,183087203,4
2022,183087204,3
2022,183087207,5
2022,183087212,5
2022,183087209,1
2022,176649885,5
2022,176649886,5
2022,176649888,5
2022,176649889,5
2022,176649890,4
2022,176649891,5
2022,176649892,5
2022,176649900,5
2022,176649901,5
2022,176649904,4
2022,176649905,4
2022,176649907,5
2022,183087217,5
2022,176649923,4
2022,183088774,6
2022,183087222,5
2022,176649925,6
2022,176649926,6
2022,176649928,2
2022,176649929,4
2022,176649930,5
2022,176649934,4
2022,176649935,5
2022,176649937,5
2022,176649945,5
2022,176649952,4
2022,176649962,5
2022,176649976,5
2022,176649979,4
2022,176649987,4
2022,176648540,5
2022,176649996,5
2022,176649997,5
2022,176650001,5
2022,176650017,5
2022,176650018,4
2022,176650022,4
2022,176650023,4
2022,176650032,3
2022,176650035,4
2022,176650036,4
2022,176650039,5
2022,176649133,5
2022,176650042,4
2022,176650070,5
2022,176650071,4
2022,176648188,4
2022,176650090,2
2022,176650091,5
2022,176650104,5
2022,176650110,5
2022,176650114,5
2022,176650123,5
2022,176650135,5
2022,176650138,4
2022,176650153,4
2022,183087227,5
2022,183087229,4
2022,176650160,4
2022,183087232,5
2022,183087233,4
2022,183087234,4
2022,176650164,4
2022,178481475,4
2022,178481478,5
2022,178481481,5
2022,178481483,5
2022,178481485,4
2022,178481486,4
2022,178481487,4
2022,178481488,5
2022,178481489,5
2022,178481490,5
2022,178481491,5
2022,178481492,5
2022,178481493,5
2022,178481494,5
2022,178481500,5
2022,183088775,5
2022,183087238,4
2022,183087241,5
2022,183087245,5
2022,183075667,4
2022,183087248,4
2022,183087250,5
2022,183087258,5
2022,183087262,4
2022,183087263,5
2022,183087265,5
2022,183087271,5
2022,183087274,5
2022,183087277,5
2022,178481511,5
2022,178481512,5
2022,178481517,4
2022,178481519,4
2022,178481526,6
2022,178481537,5
2022,178481538,4
2022,178481541,4
2022,178481546,5
2022,178481563,5
2022,178481566,5
2022,178481567,5
2022,178481568,5
2022,178481570,5
2022,178481597,4
2022,178481608,5
2022,178481609,5
2022,178481610,4
2022,178481611,5
2022,178481613,5
2022,178481614,5
2022,178481615,5
2022,178481616,5
2022,178481618,5
2022,178481630,5
2022,178481634,5
2022,178481637,5
2022,178481663,5
2022,183087279,4
2022,183088780,5
2022,183088782,5
2022,183087280,4
2022,178481665,4
2022,178481666,5
2022,176650198,5
2022,178481669,5
2022,178481678,5
2022,178481690,5
2022,178481704,4
2022,183087284,5
2022,183087282,5
2022,183087283,4
2022,183088828,5
2022,183087285,4
2022,178481705,5
2022,178481713,4
2022,178481715,5
2022,178481719,5
2022,178481725,5
2022,178481729,5
2022,178481734,5
2022,178481735,5
2022,178481736,5
2022,178481737,5
2022,178481739,4
2022,178481742,4
2022,178481744,5
2022,178481745,5
2022,178481746,5
2022,178481747,5
2022,178481748,5
2022,178481749,4
2022,178481754,5
2022,178481755,5
2022,178481767,4
2022,178481769,5
2022,176649140,5
2022,178481772,5
2022,178481779,5
2022,178481806,5
2022,178481807,5
2022,183087290,5
2022,178481808,4
2022,178481820,4
2022,178481824,2
2022,178481825,5
2022,178481826,5
2022,178481827,4
2022,178481828,5
2022,178481836,5
2022,178481840,4
2022,178481843,5
2022,178481844,5
2022,178481845,5
2022,178481846,4
2022,178481848,5
2022,178481857,4
2022,178481865,5
2022,178481894,5
2022,178481896,5
2022,178481901,4
2022,178481902,5
2022,178481903,5
2022,178481904,4
2022,178481910,6
2022,178481911,6
2022,178481915,2
2022,178481916,4
2022,178481922,5
2022,178481923,4
2022,178481924,4
2022,178481925,4
2022,183087293,5
2022,178481950,5
2022,183087299,4
2022,183087298,5
